course_code,chunk
MGMT*4020,"14.00 credits, minimum 70% cumulative average"
MGMT*4030,"MGMT*4020, minimum 70% cumulative average"
MGMT*4040,12.00 credits including MGMT*1200
MGMT*4050,"10.00 credits including (1 of MCS*1000, MGMT*1000, MGMT*2150)"
MGMT*4060,"10.00 credits including (1 of MCS*1000, MGMT*1000, MGMT*2150)"
MGMT*4260,14.50 credits including MGMT*2260
MCS*2000,4.00 credits
MCS*2010,2.00 credits
MCS*2020,4.00 credits
MCS*2100,5.00 credits
MCS*2600,"(1 of BUS*2090, HROB*2090, HROB*2100, PSYC*1000, PSYC*1200). Although not required"
MCS*2600,it is recommended that students take PSYC*1000 prior to MCS*2600
MCS*3000,10.00 credits including MCS*1000
MCS*3010,"10.00 credits including ( 1 of ECON*2740, PSYC*1010, STAT*2040, STAT*2060, STAT*2080)"
MCS*3030,1 of ECON*2740
MCS*3040,4.00 credits
MCS*3500,"10.00 credits including ECON*1050, MCS*2020, (1 of ECON*2740, PSYC*1010, STAT*2060)"
MCS*3620,"10.00 credits including MCS*1000, MCS*2600"
MCS*4010,"15.00 Credits including MCS*2600, MCS*3030"
MCS*4020,15.00 credits including MCS*3030
MCS*4040,"10.00 credits including MCS*1000, MCS*2600"
MCS*4060,14.00 credits
MCS*4100,15.00 credits including MCS*3500
MCS*4150,15.00 credits including MCS*2020
MCS*4300,15.00 credits including MCS*2600
MCS*4370,"15.00 credits including MCS*3030, MCS*3500"
MCS*4400,10.00 credits including (ECON*3740 or MCS*3030)
MCS*4600,10.00 credits including MCS*3030
MCS*4880,10.00 credits
MCS*4920,15.00 credits including MCS*2600
MCS*4950,"15.00 credits including MCS*3030, MCS*3500, MCS*3620"
MATH*1030,4U Advanced Functions
MATH*1080,1 of 4U Advanced Functions
MATH*1080,4U Advanced Functions and Calculus
MATH*1080,equivalent
MATH*1090,1 of IPS*1500
MATH*1160,4U Calculus and Vectors
MATH*1160,4U Advanced Functions
MATH*1200,"1 of 4U Calculus and Vectors, 4U Advanced Functions and Calculus or Grade 12 Calculus"
MATH*2000,1 of IPS*1500
MATH*2130,"(1 of CIS*1300, CIS*1500, ENGG*1410)"
MATH*2130,"(1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080)"
MATH*2200,1 of IPS*1510
MATH*2270,"(1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080)"
MATH*3160,"MATH*1160, 1.00 credits in MATH or STAT at the 2000 level or above"
MATH*3240,"MATH*1160, 0.50 credits in statistics"
MATH*4240,0.50 credits in Mathematics at the 3000 level
MATH*4310,10.00 credits including MATH*2000
MATH*4440,At least 3.0 mathematics and/or statistics credits at the 3000 level or above
MATH*4600,1.00 credits in Mathematics at the 3000 level or above
MDST*1300,2.00 credits
MDST*2000,"9.00 credits including (MDST*1050 or MDST*2080), (MDST*1080 or MDST*1100)"
MDST*2020,2.00 credits
MDST*2030,"9.00 credits, including AHSS*1080, MDST*1030, MDST*2110"
MDST*2040,"9.00 credits including MDST*1090, MDST*2090, MDST*2110"
MDST*2080,"2.00 credits including (1 of MDST*1080, MDST*1100, MDST*1200), (AHSS*1210 or MDST*1040)"
MDST*2150,2.00 credits
MDST*2210,9.00 credits including MDST*1070
MDST*2510,9.00 credits including MDST*1070
MDST*3030,"9.00 credits including (MDST*1080 or MDST*1200), (MDST*1050 or MDST*2080)"
MDST*3040,4.00 credits
MDST*3060,"9.00 credits including MDST*1090, MDST*2020, MDST*2090, (MDST*1080 or MDST*1200)"
MDST*3080,"9.00 credits including MDST*2090, MDST*2110"
MICR*2420,"4.00 credits including (1 of BIOL*1070, BIOL*1080, BIOL*1090, CHEM*1040)"
MICR*4330,(MICR*2430 is recommended)
MCB*4020,14.00 credits
MCB*4500,"MBG*3350 or equivalent laboratory experience at the discretion of the student's faculty advisor. Normally, students must have completed 6 semesters in an appropriate program in the biological sciences"
MCB*4510,"MCB*4500. Normally, students must have completed 6 semesters in an appropriate program in the biological sciences. Minimum 70% cumulative average in science courses during the first 6 semesters of the relevant majors"
MCB*4600,"MBG*3350 or equivalent laboratory experience at the discretion of the student's faculty advisor. Normally, students must have a minimum of 3.00 credits in 3000 or 4000 level BIOC, MBG, MCB OR MICR courses"
MBG*2040,4.00 credits including BIOL*1090
MBG*3060,"MBG*2400, 0.50 credits in statistics"
MUSC*2100,2.00 credits
MUSC*2140,2.00 credits
MUSC*2150,2.00 credits
MUSC*2420,A minimum grade of 70% in MUSC*2410
MUSC*2500,A minimum grade of 70% in MUSC*1420
MUSC*2510,A minimum grade of 70% in MUSC*2500
MUSC*2570,MUSC*2510 on piano
NANO*1000,4U Chemistry
NANO*1000,4U Physics
NANO*4910,1.50 credits in NANO courses at the 3000 level
NEUR*2000,4.00 credits including BIOL*1090
NEUR*3100,"(1 of MBG*3040, NEUR*2000, PSYC*2410)"
NEUR*3500,"(1 of NEUR*2000, NEUR*2100, PSYC*2410)"
NEUR*3500,"(1 of BIOM*3200, HK*2810, ZOO*3600)"
NEUR*4000,14.00 credits
NEUR*4401,14.00 credits
NEUR*4421,14.00 credits
NEUR*4450,14.00 credits
NUTR*2500,4.00 credits
NUTR*3110,9.50 credits including NUTR*2050
NUTR*3150,1 of NUTR*1010
NUTR*4010,"14.50 credits including NUTR*2050, NUTR*3210"
NUTR*4040,"14.50 credits including NUTR*3090, (BIOM*2000 or BIOM*3200)"
NUTR*4210,"(1 of BIOM*3200, HK*3810)"
NUTR*4320,"(1 of BIOM*3200, HK*3810, ZOO*3210, ZOO*3620)"
ONEH*3000,7.50 credits including ONEH*2000
ONEH*4000,14.00 credits including ONEH*3000
OAGR*2070,5.00 credits
PATH*3040,10.00 credits including at least 1.50 credits in biology
PATH*3610,1.50 credits in biology
PHIL*2030,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2070,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2080,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2100,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2110,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2120,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2140,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050)"
PHIL*2160,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050)"
PHIL*2170,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2180,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2240,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050)"
PHIL*2280,0.50 credits in either Philosophy or Political Science
PHIL*2370,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050)"
PHIL*2600,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050)"
PHIL*2800,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050)"
PHIL*3040,1.50 credits in Philosophy or 7.50 credits or PHIL*2120
PHIL*3050,1.50 credits in Philosophy or 7.50 credits
PHIL*3060,1.50 credits in Philosophy or 7.50 credits
PHIL*3100,1.50 credits in Philosophy or 7.50 credits
PHIL*3160,1.50 credits in Philosophy or 7.50 credits
PHIL*3170,"1 of (1.50 credits in Philosophy, 7.50 credits, PHIL*2180)"
PHIL*3180,1.50 credits in Philosophy or 7.50 credits
PHIL*3190,1.50 credits in Philosophy or 7.50 credits
PHIL*3200,1.50 credits in Philosophy or 7.50 credits
PHIL*3210,1.50 credits in Philosophy or 7.50 credits
PHIL*3230,1.50 credits in Philosophy or 7.50 credits
PHYS*1010,"(1 of MATH*1080, MATH*1200)"
PHYS*1010,(4U Physics or equivalent )
PHYS*1070,(4U Physics or PHYS*1020)
PHYS*1070,4U Mathematics
PHYS*1080,"(1 of 4U Physics, PHYS*1020, PHYS*1300 )"
PHYS*1080,4U Mathematics
PHYS*1130,(4U Calculus and Vectors or equivalent)
PHYS*1130,(4U Physics or equivalent)
PHYS*1500,"(1 of 4U Physics, PHYS*1020, PHYS*1300), (4U Calculus and Vectors or Grade 12 Calculus)"
PHYS*1510,4U Physics
PHYS*1510,equivalent
PHYS*2020,"1.00 credits in physics (excluding PHYS*1020, PHYS*1600, PHYS*1810), (1 of IPS*1510, MATH*1090, MATH*1210)"
PHYS*2030,"1.00 credits in physics (excluding PHYS*1020, PHYS*1600, PHYS*1810)"
PHYS*2240,"(1 of IPS*1510, MATH*1210, MATH*2080)"
PHYS*2310,"(1 of IPS*1500, PHYS*1000, PHYS*1080)"
PHYS*2330,"[(MATH*1210 or MATH*2080), (1 of PHYS*1010, PHYS*1070, PHYS*1130)]"
PHYS*2600,"[(1 of PHYS*1010, PHYS*1070, PHYS*1080, PHYS*1130, PHYS*1300), (1 of MATH*1030, MATH*1080, MATH*1160, MATH*1200)]"
PHYS*3080,"[ PHYS*1080, (1 of MATH*1000, MATH*1080, MATH*1200)]"
PHYS*3080,"(1 of IPS*1510, PHYS*1010, PHYS*1070, PHYS*1130)"
PHYS*3130,"(1 of MATH*1160, MATH*2150, MATH*2160)"
PHYS*3170,"(1 of IPS*1510, MATH*1210, MATH*2080)"
PBIO*3110,1 of BIOL*1050
PBIO*4000,1 of BOT*2100
PBIO*4070,1 of ENVB*3210
PBIO*4290,"14.50 credits including CHEM*1040, (ENVS*2040 or ENVS*3210), (PBIO*3110 or PBIO*3120)"
PBIO*4530,"(1 of BIOL*2060, BOT*2100, ENVM*1200, ENVS*2040 , ENVS*2330, PBIO*3110)"
POLS*2100,2.00 credits
POLS*2230,2.00 credits
POLS*2250,2.00 credits
POLS*2300,2.00 credits
POLS*2350,2.00 credits
POLS*2650,"4.00 credits including (1 of IDEV*1000, JLS*1000, POLS*1150)"
POLS*3000,1 of IDEV*2000
POLS*3020,1 of IDEV*2400
POLS*3060,1 of IDEV*2000
POLS*3080,1 of IDEV*2000
POLS*3130,1 of POLS*2250
POLS*3160,1 of IDEV*2000
POLS*3270,7.50 credits
POLS*3300,1 of POLS*2350
POLS*3320,1 of IDEV*2000
POLS*3340,1 of ANTH*2660
POLS*3350,1 of IDEV*2400
POLS*3370,7.50 credits
POPM*3240,"(1 of SOAN*2120, STAT*2040, STAT*2230)"
POPM*4040,1 of FOOD*3230
POPM*4230,1 of ANSC*2340
POPM*6560,and POPM*6550
PSYC*2030,3.00 credits
PSYC*2070,4.00 credits including PSYC*1000
PSYC*2180,4.00 credits
PSYC*2360,"(1 of PSYC*1010, STAT*2040, STAT*2060, STAT*2080, STAT*2120, STAT*2230)"
REAL*2820,5.00 credits
REAL*2850,4.00 credits
REAL*3870,10.00 credits including REAL*1820
REAL*3880,10.00 credits including REAL*1820
REAL*4820,"(1 of CIS*1200, CIS*1500, MCS*2020)"
REAL*4820,"(1 of ACCT*2230, ECON*2560, FIN*2000, REAL*2820)"
REAL*4830,"15.00 credits including REAL*3810, REAL*4820"
REAL*4840,"9.00 credits including REAL*1820, REAL*2820"
REAL*4870,14.00 credits
SCMA*2040,3.00 credits
SCMA*2110,0.50 credits
SCMA*3010,"7.50 credits, SCMA*1000"
SOC*2080,1 of ANTH*1150
SOC*2280,1 of ANTH*1150
SOC*2760,1 of ANTH*1150
SOC*2900,4.00 credits
SOC*3840,"10.00 credits including (1 of SOAN*2112, SOC*2080, SOC*2700), SOAN*2120"
SOC*3850,"10.00 credits including (1 of SOAN*2112, SOC*2080, SOC*2700), SOAN*2120"
SOC*3950,10.00 credits
SOC*4010,"14.00 credits including (SOC*2700 or SOC*3310), (SOAN*3120 or POLS*3650 )"
SOC*4030,"14.00 credits including (2 of SOC*3490, SOC*3710, SOC*3730, SOC*3740, SOC*3750), (1 of ANTH*3690, SOC*2700, SOC*3310), (SOAN*3120 or POLS*3650)"
SOC*4130,"14.00 credits including (POLS*3650 or SOAN*3120), (SOC*2700 or SOC*3310)"
SOC*4140,"14.00 credits including (POLS*3650 or SOAN*3120), (SOC*2700 or SOC*3310)"
SOC*4150,"14.00 credits including (POLS*3650 or SOAN*3120), (SOC*2700 or SOC*3310)"
SOC*4170,"14.00 credits including (POLS*3650 or SOAN*3120), (SOC*2700 or SOC*3310)"
SOC*4200,"14.00 credits including (2 of SOC*3490, SOC*3710, SOC*3730, SOC*3740, SOC*3750), (1 of ANTH*3690, SOC*2700, SOC*3310), (SOAN*3120 or POLS*3650)"
SOC*4300,"14.00 credits including SOAN*3070, SOAN*3120, SOC*3310"
SOC*4320,"14.00 credits including (POLS*3650 or SOAN*3120), (1 of ANTH*3690, SOC*2700, SOC*3310), (2 of SOC*3490, SOC*3710, SOC*3730, SOC*3740, SOC*3750)"
SOAN*2111,1 of ANTH*1150
SOAN*2120,1 of ANTH*1150
SOAN*2400,1 of ANTH*1150
SOAN*3040,1 of ANTH*2160
SOAN*3100,"(1 of ANTH*2160, ANTH*2180, SOAN*2112, SOAN*2400)"
SOAN*3130,1 of ANTH*2160
SOAN*3240,1 of ANTH*2160
SOAN*3250,1 of ANTH*2160
SOAN*3380,1 of ANTH*2230
SOAN*3680,1 of ANTH*2160
SOAN*4210,"12.50 credits including (1 of ANTH*2660, IDEV*2000, IDEV*2400, GEOG*2210, SOAN*2290), (1 of GEOG*2260, IDEV*2100, POLS*2650, IES*2010, SOAN*2120, SOAN*3070)"
SOAN*4220,"12.50 credits including (1 of ANTH*2160, ANTH*2180, IDEV*2000, IDEV*2300, SOC*2080), (1 of GEOG*2260, IDEV*2100, POLS*2650, SOAN*2120)"
SOAN*4230,"12.50 credits including SOAN*3240, (1 of GEOG*2260, GEOG*3090, IDEV*2100, POLS*2650, SOAN*2120)"
SOAN*4250,"12.50 credits including (1 of IDEV*2100, GEOG*2260, POLS*2650, SOAN*2120), (1 of ANTH*2160, ANTH*2180, IDEV*2000, IDEV*2300, SOAN*2112, SOC*2080)"
SOAN*4260,"12.50 credits including (1 of IDEV*2100, GEOG*2260, POLS*2650, SOAN*2120), (1 of ANTH*2160, ANTH*2180, IDEV*2000, IDEV*2300, SOAN*2112, SOC*2080)"
SOAN*4500,"(1 of ANTH*2160, ANTH*2180, ONEH*2000, SOC*2080)"
SOAN*4500,"(1 of GEOG*2210, SOAN*2120, SOAN*3070)"
SPAN*3210,1 of SPAN*2990
SPAN*3700,10.00 credits including 1.50 credits in Spanish
SPAN*3800,"1.00 credits from the following: (HISP*3220 or SPAN*3220), (HISP*3230 or SPAN*3230), SPAN*3080"
SPAN*3810,"1.00 credits from the following: (HISP*3220 or SPAN*3220), (HISP*3230 or SPAN*3230), SPAN*3080"
SPAN*4840,1 of SPAN*3210
SPMT*2020,2.00 credits including (MGMT*1000 or MGMT*2150)
SPMT*3220,"9.00 credits, (HTM*2020 or SPMT*2020)"
SPMT*3400,9.00 credits
SPMT*4020,"14.00 credits, including SPMT*3220, (HTM*3020 or SPMT*3020)"
SPMT*4040,"14.00 credits, including SPMT*2020"
SPMT*4080,"14.00 credits, including SPMT*2020"
STAT*1200,1 of 4U Advanced Functions
STAT*1200,4U Calculus
STAT*1200,or equivalent
STAT*2040,1 of 4U Calculus and Vectors
STAT*2040,Advanced Functions and Calculus
STAT*2040,OAC Calculus
STAT*2050,1 of STAT*2040
STAT*2060,(4U mathematics or equivalent) or 0.50 credit in mathematics
STAT*2080,(4U mathematics or equivalent) or 0.50 credit in mathematics
STAT*2120,1 of IPS*1510
STAT*3100,"(1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080)"
STAT*3240,"(1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080)"
STAT*3320,"(1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080)"
STAT*3320,"(1 of STAT*2050, STAT*3240, STAT*3100)"
STAT*4600,1.00 credits in Statistics at the 3000 level or above
SART*2090,"(1 of ARTH*1220, ARTH*1510, ARTH*1520)"
SART*2200,"(1 of ARTH*1220, ARTH*1510, ARTH*1520)"
SART*2300,"(1 of ARTH*1220, ARTH*1510, ARTH*1520, ARTH*2220)"
SART*2460,"(1 of ARTH*1220, ARTH*1510, ARTH*1520)"
SART*2610,"(1 of ARTH*1220, ARTH*1510, ARTH*1520)"
SART*2700,"(1 of ARTH*1220, ARTH*1510, ARTH*1520, ARTH*2220)"
SART*2800,"(1 of ARTH*1220, ARTH*1510, ARTH*1520, ARTH*2220)"
SART*3800,3.00 credits in Studio Art
SART*3900,SART*3800 and 3.50 credits in Studio Art
SART*3950,1.00 credits from SART at the 2000 level
THST*2450,2.00 credits
THST*2500,2.00 credits
THST*2650,2.00 credits
THST*3000,"7.50 credits, including THST*2050, THST*2190"
THST*3010,"7.50 credits, including THST*2050, THST*2190"
THST*3140,"7.50 credits, including THST*1040"
THST*3150,"7.50 credits, including THST*2270"
THST*3160,"7.50 credits, including THST*2270"
THST*3170,"7.50 credits, including THST*2270"
THST*3190,"7.50 credits, including THST*2190"
THST*3260,2.50 credits in Theatre Studies including THST*3140 or 1.00 credits in English
THST*3340,2.50 credits in Theatre Studies
THST*3520,8.00 credits including 1.00 credits in Theatre Studies
THST*3530,7.50 credits
THST*3600,3.00 credits in Theatre Studies including THST*3140
THST*3630,"3.00 credits in Theatre Studies including one of the following, as appropriate to the topic of the course: THST*2080, THST*2120, THST*2230, THST*2240"
THST*4270,"10.00 credits including THST*2270, THST*3140"
THST*4280,"THST*2050, THST*2190 and 2.00 credits at the 3000-level in Theatre Studies"
TRMH*6270,TRMH*6100 and PSYC*6060 Minimum grade 065
TRMH*6310,TRMH*6100 and one of TRMH*6290
TRMH*6400,one of TRMH*6290
TRMH*6400,PSYC*6060 and one of ANTH*6140
TRMH*6400,SOC*6140 Take MCS*6050 TRMH*6290 SOC*6130 or PSYC*6060
TRMH*6400,Minimum grade 065
TRMH*6400,Take ANTH*6140 FRAN*6020 MCS*6080
TRMH*6400,Minimum grade 065
TOX*2000,"(1 of IPS*1500, MATH*1080, MATH*1200 )"
TOX*2000,"(1 of BIOL*1040, BIOL*1070, BIOL*1080, BIOL*1090)"
TOX*4100,PATH*3610 (or equivalent)
DTM*3100,"COOP*1020, DTM*1000, DTM*2000, 4.00 credits"
DTM*3800,4.00 credits
DTM*4800,6.00 credits
VETM*3070,All Phase 1 courses
VETM*3080,All Phase 1 courses
VETM*3120,All Phase 1 courses
VETM*3210,All Phase 1 courses
VETM*3220,All Phase 1 courses
VETM*3390,All Phase 1 courses
VETM*3400,All Phase 1 courses
VETM*3410,All Phase 1 courses
VETM*3430,All Phase 1 courses
VETM*3440,All Phase 1 courses
VETM*3450,All Phase 1 courses
VETM*3460,All Phase 1 courses
VETM*3470,All Phase 1 courses
VETM*3510,All Phase 1 courses
VETM*4220,All Phase 2 courses
VETM*4420,All Phase 2 courses
VETM*4450,All Phase 2 courses
VETM*4460,All Phase 2 courses
VETM*4470,All Phase 2 courses
VETM*4480,All Phase 2 courses
VETM*4490,All Phase 2 courses
VETM*4530,All Phase 2 courses
VETM*4540,All Phase 2 courses
VETM*4610,All Phase 3 courses
VETM*4660,All Phase 3 courses
VETM*4710,All Phase 3 courses
VETM*4870,All Phase 2 courses
VETM*4900,All Phase 3 courses
VETM*4920,All Phase 3 courses
ZOO*2090,4.00 credits including BIOL*1070
ZOO*2700,4.00 credits including BIOL*1070
ZOO*3050,BIOL*2400 is strongly recommended
ZOO*3600,(STAT*2040 or STAT*2230 is recommended)
ZOO*4170,1 of BIOM*3200
ZOO*4330,"15.00 credits including (STAT*2040 or STAT*2230), ZOO*2090"
ZOO*4920,14.00 credits including ZOO*2090
ZOO*4940,15.00 credits including ZOO*2090
ZOO*4950,15.00 credits including ZOO*2090
