course_code,chunk
IBIO*4510,IBIO*4500
IBIO*4522,IBIO*4521
IBIO*4600,BIOL*3450
IBIO*4600,(STAT*2040 or STAT*2230)
IBIO*4600,(ZOO*3210 or ZOO*3610)
IPS*1500,PHYS*1020
IPS*1500,PHYS*1300
IPS*1510,IPS*1500
ISS*3420,SOAN*2112
ISS*3420,POLS*2000
UNIV*1260,UNIV*1250
UNIV*2250,UNIV*1250
UNIV*2250,UNIV*1260
UNIV*2260,UNIV*2250
UNIV*6090,UNIV*6080
IDEV*1100,IDEV*1000
IDEV*4150,IDEV*4100
ITAL*1070,ITAL*1060
ITAL*2090,ITAL*1070
ITAL*3060,ITAL*2090
ITAL*3400,ITAL*3060
ITAL*4900,ITAL*3060
ITAL*4900,ITAL*3400
JLS*4900,JLS*4800
JUST*1010,AHSS*1150
JUST*1020,AHSS*1150
JUST*1040,JUST*1000
JUST*2020,AHSS*1150
JUST*2020,JUST*1010
JUST*2030,AHSS*1160
JUST*2050,JUST*1030
JUST*2060,JUST*1040
JUST*2070,JUST*2060
JUST*2080,AHSS*1160
JUST*2110,AHSS*1110
JUST*2110,PSYC*1110
JUST*3030,AHSS*1150
JUST*3030,JUST*1010
JUST*4010,AHSS*3060
JUST*4010,SCMA*2040
JUST*4010,SCMA*3040
JUST*4060,AHSS*3060
JUST*4060,JUST*2080
KIN*1040,KIN*1030
KIN*1230,AHSS*1310
KIN*1510,KIN*1010
KIN*2010,AHSS*1310
KIN*2010,KIN*1010
KIN*2020,KIN*2060
KIN*2020,KIN*2070
KIN*2060,KIN*1060
KIN*2070,KIN*1070
KIN*2070,SCMA*1080
KIN*2100,KIN*1010
KIN*2100,KIN*1040
KIN*2100,KIN*1060
KIN*2200,KIN*1040
KIN*2200,KIN*1060
KIN*2210,KIN*2060
KIN*2210,KIN*2200
KIN*3010,KIN*2060
LARC*2020,LARC*1100
LARC*2100,LARC*2020
LARC*2230,LARC*1100
LARC*2240,LARC*2230
LARC*2410,LARC*2020
LARC*2410,LARC*2420
LARC*2420,LARC*1100
LARC*3040,LARC*2020
LARC*3050,LARC*3040
LARC*3060,LARC*3050
LARC*3070,LARC*3060
LARC*3320,LARC*2100
LARC*3320,LARC*2240
LARC*3430,LARC*2410
LARC*3440,LARC*3430
LARC*3500,LARC*3040
LARC*4090,LARC*3070
LARC*4510,LARC*3060
LARC*4610,LARC*3050
LARC*4620,LARC*3060
LARC*4620,LARC*3440
LARC*4620,LARC*4610
LARC*4710,LARC*3070
LARC*4710,LARC*4510
LARC*4730,LARC*3040
LARC*4740,LARC*3040
LAT*4100,CLAS*3120
LAT*4100,CLAS*3300
LAT*4150,CLAS*3060
LAT*4150,CLAS*3120
LEAD*6740,LEAD*6800
LEAD*6900,LEAD*6400
LING*2400,LING*1000
LING*2500,LING*1000
LING*3010,LING*1000
LING*3020,LING*1000
MGMT*1200,MGMT*1000
MGMT*2190,HROB*2090
MGMT*2260,MGMT*1000
MGMT*2260,MGMT*2150
MGMT*2500,MGMT*1000
MGMT*2500,MGMT*2150
MGMT*3320,ACCT*2230
MGMT*3320,HTM*3070
MGMT*4000,MGMT*3320
MGMT*4100,MGMT*3140
MGMT*4100,MGMT*3200
MGMT*4120,MGMT*3020
MGMT*4140,ECON*3740
MGMT*4140,MGMT*3140
MGMT*4140,(CIS*1300 or CIS*1500)
MGMT*4200,HROB*3100
MGMT*4200,MGMT*3200
MGMT*4300,HROB*2010
MGMT*4300,HROB*3100
MGMT*4300,MGMT*3300
MCS*2030,MCS*1000
MCS*2030,(MGMT*1000 or MGMT*2150)
MCS*2600,MCS*1000
MCS*3030,MCS*2030
MCS*3030,PSYC*1010
MCS*3030,STAT*2060
MCS*6010,MCS*6000
MATH*1090,MATH*1080
MATH*1090,MATH*1200
MATH*1210,MATH*1080
MATH*1210,MATH*1200
MATH*2000,MATH*1080
MATH*2000,MATH*1160
MATH*2000,MATH*1200
MATH*2200,MATH*1090
MATH*2200,MATH*1210
MATH*2200,MATH*2080
MATH*2210,MATH*2200
MATH*2270,(ENGG*1500 or MATH*1160)
MATH*3100,MATH*2270
MATH*3100,(ENGG*1500 or MATH*1160)
MATH*3130,MATH*1160
MATH*3130,MATH*2000
MATH*3200,MATH*2000
MATH*3200,(MATH*1160 or MATH*2160)
MATH*3260,MATH*2200
MATH*3510,MATH*2270
MATH*3510,(ENGG*1500 or MATH*1160)
MATH*4050,MATH*3200
MATH*4060,MATH*3200
MATH*4150,MATH*3200
MATH*4200,MATH*3200
MATH*4270,MATH*2200
MATH*4270,MATH*3100
MDST*1000,MDST*1020
MDST*1000,MDST*1100
MDST*1070,MDST*1300
MDST*2050,MDST*2000
MDST*2050,MDST*2030
MDST*2090,AHSS*1080
MDST*2090,MDST*1020
MDST*2110,(AHSS*1210 or MDST*1040)
MDST*2110,(MDST*1050 or MDST*2080)
MDST*2110,"[(MDST*1100, MDST*1200) or MDST*1080]"
MDST*2120,AHSS*1080
MDST*2120,MDST*1020
MDST*2120,MDST*1100
MDST*3000,MDST*2000
MDST*3000,MDST*2030
MDST*3000,MDST*3330
MDST*3020,MDST*2000
MDST*3020,MDST*2030
MDST*3020,MDST*3180
MDST*3110,MDST*2210
MDST*3110,MDST*2510
MICR*2430,MICR*2420
MICR*3090,BOT*2100
MICR*3090,MICR*2430
MICR*3220,BIOL*1070
MICR*3220,BIOL*1090
MICR*3230,BIOL*1090
MICR*3230,BIOC*2580
MICR*3240,BIOC*3560
MICR*3240,MBG*2040
MICR*3240,MICR*2420
MICR*3330,MCB*2050
MICR*3420,BIOC*3560
MICR*3420,MBG*2040
MICR*3420,MICR*2430
MICR*3430,MICR*2430
MICR*3430,(MBG*3080 or MICR*3240)
MICR*4010,MCB*2050
MICR*4010,(MBG*3080 or MICR*3240)
MICR*4250,MICR*2420
MICR*4250,MICR*3230
MICR*4330,MICR*3330
MICR*4430,MICR*3330
MICR*4540,BIOC*3560
MICR*4540,MBG*2040
MICR*4540,MICR*2420
MCB*2050,BIOC*2580
MCB*2050,MBG*2040
MCB*3010,MCB*2050
MCB*4010,MCB*3010
MBG*2400,(BIOL*1050 or BIOL*1070)
MBG*2400,BIOL*1090
MBG*3040,MCB*2050
MBG*3050,MCB*2050
MBG*3100,(MBG*2040 or MBG*2400 )
MBG*3100,STAT*2040
MBG*3350,BIOC*2580
MBG*3350,MCB*2050
MBG*3660,MCB*2050
MBG*4020,MBG*3060
MBG*4030,MBG*3060
MBG*4040,MBG*3040
MBG*4110,MBG*3040
MBG*4160,(MBG*2040 or MBG*2400)
MBG*4160,STAT*2040
MBG*4240,MBG*3040
MBG*4300,MBG*2040
MBG*4300,MBG*2400
MUSC*1170,MUSC*1160
MUSC*1170,MUSC*1180
MUSC*1420,MUSC*1410
MUSC*1720,MUSC*1710
MUSC*1820,MUSC*1810
MUSC*1920,MUSC*1910
MUSC*2340,MUSC*1340
MUSC*2410,MUSC*1170
MUSC*2410,MUSC*2180
MUSC*2430,MUSC*1170
MUSC*2440,MUSC*2430
MUSC*2580,MUSC*2570
MUSC*2710,MUSC*1720
MUSC*2720,MUSC*2710
NANO*2000,CHEM*1050
NANO*2000,"[IPS*1510 or ( MATH*1210, PHYS*1010)]"
NANO*2100,NANO*2000
NANO*3200,NANO*2100
NANO*3300,NANO*2100
NANO*3300,(CHEM*3860 or PHYS*3230)
NANO*3500,NANO*2100
NANO*3600,(MATH*1160 or MATH*2160)
NANO*3600,(MATH*2170 or MATH*2270)
NANO*3600,(CHEM*3860 or PHYS*3230)
NANO*3800,CHEM*2070
NANO*3800,PHYS*3230
NANO*4100,MATH*2270
NANO*4100,(CHEM*2820 or PHYS*2240)
NANO*4200,NANO*3300
NANO*4200,NANO*3500
NANO*4200,(CHEM*3860 or PHYS*3230)
NANO*4700,MATH*1160
NANO*4700,(CHEM*3860 or PHYS*3230)
NANO*4920,NANO*4910
NEUR*2100,NEUR*2000
NEUR*3100,MCB*2050
NEUR*3500,MCB*2050
NEUR*3500,PSYC*3270
NEUR*4100,BIOM*3090
NEUR*4100,(NEUR*2000 or PSYC*2410)
NEUR*4402,NEUR*4401
NEUR*4422,NEUR*4421
NUTR*2050,NUTR*1010
NUTR*2150,(BIOL*1040 or BIOL*1080)
NUTR*2150,CHEM*1040
NUTR*3070,FRHD*3070
NUTR*3070,NUTR*2050
NUTR*3090,BIOM*3200
NUTR*3090,FRHD*3070
NUTR*3090,NUTR*2050
NUTR*3090,(NUTR*3190 or NUTR*3210)
NUTR*3090,STAT*2080
NUTR*3150,NUTR*2150
NUTR*3150,NUTR*3210
NUTR*3210,BIOC*2580
NUTR*3330,NUTR*3210
NUTR*3360,BIOC*2580
NUTR*3360,BIOL*1080
NUTR*3360,MBG*2040
NUTR*3390,NUTR*3210
NUTR*3500,FRHD*3070
NUTR*3500,STAT*2090
NUTR*4070,FRHD*3400
NUTR*4070,NUTR*2050
NUTR*4090,NUTR*3210
NUTR*4120,NUTR*4010
NUTR*4120,NUTR*4040
NUTR*4210,NUTR*3210
NUTR*4320,NUTR*3210
NUTR*4330,NUTR*3330
NUTR*4330,NUTR*3390
NUTR*4330,HK*3810
NUTR*4360,NUTR*3210
NUTR*4360,(BIOM*3200 or HK*3810)
NUTR*4510,NUTR*3210
NUTR*4810,FRHD*3070
NUTR*4810,NUTR*2050
NUTR*4810,NUTR*3090
NUTR*4850,FRHD*3400
NUTR*4850,NUTR*3090
NUTR*4850,NUTR*4070
NUTR*4900,FRHD*3070
NUTR*4900,NUTR*3090
NUTR*4900,NUTR*4010
NUTR*4910,NUTR*4810
ONEH*2000,ONEH*1000
ONEH*6100,ONEH*6000
ONEH*6200,ONEH*6000
OAGR*4050,OAGR*2070
PABI*6040,PABI*6030
PABI*6041,PABI*6030 and PABI*6040
PABI*6060,PABI*6050
PABI*6070,PABI*6050 and PABI*6060
PABI*6090,PABI*6080
PABI*6091,PABI*6080
PABI*6091,PABI*6090
PABI*6350,STAT*2040
PABI*6440,PABI*6430
PABI*6450,PABI*6430
PABI*6640,PABI*6630
PABI*6650,PABI*6630 and PABI*6640
PATH*4100,PATH*3610
CPHH*2000,CPHH*1000
CPHH*2010,CPHH*1010
CPHH*2030,CPHH*1030
PHYS*1510,(MATH*1080 or MATH*1200)
PHYS*2180,PHYS*2020
PHYS*2180,PHYS*2330
PHYS*2240,(IPS*1500 or PHYS*1080)
PHYS*2310,MATH*2270
PHYS*2330,IPS*1510
PHYS*2340,PHYS*2330
PHYS*2600,IPS*1500
PHYS*3000,PHYS*2340
PHYS*3000,PHYS*3130
PHYS*3080,IPS*1500
PHYS*3130,MATH*2200
PHYS*3130,MATH*2270
PHYS*3130,PHYS*2310
PHYS*3130,PHYS*2340
PHYS*3170,(MATH*2170 or MATH*2270)
PHYS*3230,MATH*2270
PHYS*3230,PHYS*2330
PHYS*3400,(MATH*2170 or MATH*2270)
PHYS*3400,(PHYS*2310 or PHYS*2440)
PHYS*3510,PHYS*2180
PHYS*3510,"(NANO*2100, PHYS*2310)"
PHYS*4001,PHYS*3510
PHYS*4002,PHYS*4001
PHYS*4040,PHYS*3230
PHYS*4070,PHYS*3170
PHYS*4120,PHYS*4040
PLNT*6010,PBIO*3110
PLNT*6080,ENVS*3210
PLNT*6080,PBIO*4070
PLNT*6320,BIOC*2580
PLNT*6500,MBG*2040 and STAT*2040
PLNT*6500,STAT*2230
PBIO*3110,BIOL*1070
PBIO*3110,BIOL*1090
PBIO*3120,BIOL*1050
PBIO*3120,BOT*2100
PBIO*3750,AGR*2470
PBIO*3750,BOT*2100
PBIO*4000,MICR*2030
PBIO*4000,"(BIOL*1070, BIOL*1090, MBG*2040)"
PBIO*4070,ENVS*3210
PBIO*4070,MICR*3090
PBIO*4070,MICR*3220
PBIO*4150,(AGR*2470 or BOT*2100)
PBIO*4150,(MBG*2040 or MBG*2400)
PBIO*4530,CHEM*1040
PBIO*4750,(AGR*2470 or BOT*2100)
PBIO*4750,(MBG*2040 or MBG*2400)
POLS*3000,POLS*2080
POLS*3000,POLS*2100
POLS*3020,POLS*2200
POLS*3020,POLS*2350
POLS*3050,POLS*1400
POLS*3050,POLS*2300
POLS*3060,POLS*2080
POLS*3060,POLS*2100
POLS*3080,POLS*2080
POLS*3080,POLS*2100
POLS*3130,POLS*2300
POLS*3130,POLS*2350
POLS*3140,POLS*2300
POLS*3140,POLS*2350
POLS*3160,POLS*2080
POLS*3160,POLS*2100
POLS*3210,HIST*2600
POLS*3210,POLS*2300
POLS*3230,POLS*2000
POLS*3230,PHIL*2280
POLS*3250,POLS*2230
POLS*3250,POLS*2250
POLS*3300,POLS*2250
POLS*3300,POLS*2300
POLS*3320,IDEV*2400
POLS*3320,POLS*2080
POLS*3340,HIST*2090
POLS*3340,HIST*2600
POLS*3340,INDG*1000
POLS*3340,POLS*2230
POLS*3340,POLS*2300
POLS*3350,POLS*2100
POLS*3350,POLS*2350
POLS*3360,POLS*2100
POLS*3360,POLS*2200
POPM*3240,(BIOL*1080 or BIOL*1090)
POPM*4040,POPM*3240
POPM*4230,ANSC*3080
POPM*4230,"(ONEH*2000, POPM*3240)"
POPM*6290,POPM*6210
POPM*6520,POPM*6200
POPM*6560,POPM*6200
POPM*6560,POPM*6510
POPM*6560,POPM*6520
POPM*6560,POPM*6530
POPM*6560,POPM*6540
POPM*6570,POPM*6560
POPM*6590,POPM*6560
POPM*6600,POPM*6560
POPM*6800,POPM*6200
POPM*6960,POPM*6200 and POPM*6520
PORT*1110,PORT*1100
PSYC*1010,PSYC*1000
PSYC*1130,AHSS*1110
PSYC*1130,PSYC*1110
PSYC*1500,PSYC*1000
PSYC*2020,PSYC*1000
PSYC*2090,PSYC*1110
PSYC*2090,"(AHSS*1110, AHSS*1120)"
PSYC*2120,PSYC*1110
PSYC*2120,"(AHSS*1110, AHSS*1120)"
PSYC*2130,PSYC*1110
PSYC*2130,"(AHSS*1110, AHSS*1120)"
PSYC*2150,PSYC*1110
PSYC*2150,"(AHSS*1110, AHSS*1120)"
PSYC*2160,PSYC*1110
PSYC*2160,"(AHSS*1110, AHSS*1120)"
PSYC*2190,PSYC*1130
PSYC*2200,PSYC*1110
PSYC*2200,"(AHSS*1110, AHSS*1120)"
PSYC*2210,PSYC*1110
PSYC*2210,"(AHSS*1110, AHSS*1120)"
PSYC*2220,PSYC*2200
PSYC*2310,PSYC*1000
PSYC*2330,PSYC*1000
PSYC*2360,PSYC*1000
PSYC*2390,PSYC*1000
PSYC*2410,PSYC*1000
PSYC*2450,PSYC*1000
REAL*3810,REAL*1820
REAL*3810,(ECON*2740 or STAT*2060)
REAL*3890,REAL*1820
REAL*3890,(ACCT*2230 or REAL*2820)
RPD*6280,RPD*6250
RST*6010,RST*6000
RST*6110,RST*6100
SCMA*2060,SCMA*1000
SCMA*2080,SCMA*1500
SCMA*3040,SCMA*2040
SCMA*3080,SCMA*1500
SCMA*3080,SCMA*2110
SCMA*3100,KIN*1040
SCMA*3100,SCMA*2080
XSEN*3030,BIOC*2580
XSEN*3030,CHEM*2400
XSEN*3040,CHEM*2700
XSEN*3060,BIOC*2580
XSEN*3060,CHEM*2400
XSEN*3070,CHEM*3750
XSEN*3090,BIOC*2580
XSEN*3090,CHEM*2700
XSEN*3200,CHEM*3750
XSEN*3210,CHEM*2700
SXGN*2000,SXGN*1000
SXGN*2000,SXGN*1010
SXGN*2010,SXGN*1000
SXGN*2010,SXGN*1010
SXGN*3000,SXGN*2000
SXGN*3000,SXGN*2010
SXGN*3010,SXGN*2000
SXGN*3010,SXGN*2010
SXGN*4000,SXGN*3000
SXGN*4000,SXGN*3010
SOPR*6100,SOPR*6000
SOC*2010,SOC*1100
SOC*2070,SOC*1100
SOC*2070,SOC*1500
SOC*2080,IDEV*1000
SOC*2080,GEOG*1220
SOC*2080,SOC*1100
SOC*2280,GEOG*1220
SOC*2280,IDEV*1000
SOC*2280,INDG*1000
SOC*2280,SOC*1100
SOC*2390,SOC*1100
SOC*2700,SOC*1500
SOC*2760,FRHD*1010
SOC*2760,PHIL*1010
SOC*2760,POLS*1400
SOC*2760,PSYC*1000
SOC*2760,PSYC*1100
SOC*2760,PSYC*1200
SOC*2760,SOC*1100
SOC*2760,SOC*1500
SOC*3130,SOAN*2112
SOC*3130,SOAN*2120
SOC*3310,SOAN*2112
SOC*3310,SOAN*2120
SOC*3410,SOAN*2112
SOC*3410,SOAN*2120
SOC*3490,(SOAN*2112 or SOC*2700)
SOC*3490,(POLS*2650 or SOAN*2120)
SOC*3710,(SOAN*2112 or SOC*2700)
SOC*3710,SOAN*2120
SOC*3730,(SOAN*2112 or SOC*2700)
SOC*3730,SOAN*2120
SOC*3740,(SOAN*2112 or SOC*2700)
SOC*3740,SOAN*2120
SOC*3750,(SOAN*2112 or SOC*2700)
SOC*3750,SOAN*2120
SOAN*2111,SOC*1100
SOAN*2111,SOC*1500
SOAN*2112,SOAN*2111
SOAN*2120,IDEV*1000
SOAN*2120,SOC*1100
SOAN*2120,SOC*1500
SOAN*2290,ANTH*1150
SOAN*2290,SOC*1100
SOAN*2400,IDEV*1000
SOAN*2400,SOC*1100
SOAN*3040,ANTH*2180
SOAN*3040,SOAN*2112
SOAN*3070,ONEH*2000
SOAN*3070,SOAN*2120
SOAN*3100,(POLS*2650 or SOAN*2120)
SOAN*3120,SOAN*2120
SOAN*3130,ANTH*2180
SOAN*3130,GEOG*2030
SOAN*3130,IDEV*2000
SOAN*3130,IDEV*2300
SOAN*3130,SOAN*2112
SOAN*3240,ANTH*2180
SOAN*3240,IDEV*2000
SOAN*3240,IDEV*2300
SOAN*3240,SOC*2080
SOAN*3250,ANTH*2180
SOAN*3250,IDEV*2000
SOAN*3250,SOC*2080
SOAN*3380,GEOG*2210
SOAN*3380,IDEV*2000
SOAN*3380,SOC*2280
SOAN*3680,ANTH*2180
SOAN*3680,IDEV*2000
SOAN*3680,IDEV*2300
SOAN*3680,SOC*2080
SPAN*1110,SPAN*1100
SPAN*2010,SPAN*2000
SPAN*2040,HISP*1110
SPAN*2040,SPAN*1110
SPAN*2990,HISP*1110
SPAN*2990,SPAN*1110
SPAN*3080,HISP*2000
SPAN*3080,SPAN*2000
SPAN*3210,SPAN*3220
SPAN*3210,SPAN*3230
SPAN*3220,HISP*2990
SPAN*3220,SPAN*2990
SPAN*3230,HISP*2990
SPAN*3230,SPAN*2990
SPAN*3240,HISP*1110
SPAN*3240,SPAN*1110
SPAN*3500,HISP*2010
SPAN*3500,SPAN*2010
SPAN*4100,(HISP*4410 or SPAN*4410)
SPAN*4100,(HISP*4420 or SPAN*4420)
SPAN*4410,HISP*2990
SPAN*4410,SPAN*2990
SPAN*4420,HISP*2990
SPAN*4420,SPAN*2990
SPAN*4500,HISP*3500
SPAN*4500,SPAN*3500
SPAN*4840,SPAN*3220
SPAN*4840,SPAN*3230
SPMT*2120,SPMT*2020
SPMT*2220,MCS*1000
SPMT*2220,(HTM*2020 or SPMT*2020)
SPMT*3020,(HTM*2020 or SPMT*2020)
SPMT*3020,(ECON*2560 or FIN*2000)
SPMT*4140,MGMT*3140
SPMT*4140,SPMT*2020
STAT*2040,MATH*1080
STAT*2050,STAT*2060
STAT*2050,STAT*2120
STAT*2050,STAT*2230
STAT*2090,STAT*2080
STAT*2120,MATH*1090
STAT*2120,MATH*1210
STAT*2120,MATH*2080
STAT*2230,BIOL*1070
STAT*3100,(STAT*2040 or STAT*2120)
STAT*3110,STAT*3100
STAT*3210,STAT*2050
STAT*3240,MATH*1160
STAT*3240,STAT*2050
STAT*3510,STAT*2050
STAT*4000,STAT*2050
STAT*4000,STAT*3110
STAT*4050,STAT*3110
STAT*4050,STAT*3240
STAT*4060,STAT*3110
STAT*4060,STAT*3240
STAT*4150,STAT*3110
STAT*4150,STAT*3240
STAT*4340,STAT*3110
STAT*4340,STAT*3240
STAT*4350,MATH*1160
STAT*4350,STAT*3110
STAT*4350,STAT*3240
STAT*4360,STAT*3240
SART*2090,SART*1050
SART*2090,SART*1060
SART*2200,SART*1050
SART*2200,SART*1060
SART*2300,SART*1050
SART*2300,SART*1060
SART*2460,SART*1050
SART*2460,SART*1060
SART*2610,SART*1050
SART*2610,SART*1060
SART*2700,SART*1050
SART*2700,SART*1060
SART*2710,SART*2700
SART*2800,SART*1050
SART*2800,SART*1060
SART*3090,SART*2090
SART*3200,SART*2200
SART*3300,SART*2300
SART*3470,SART*2460
SART*3470,SART*2610
SART*3480,SART*2710
SART*3600,SART*2460
SART*3600,SART*2610
SART*3660,SART*2460
SART*3750,SART*2610
SART*3770,SART*2800
SART*3990,SART*1050
SART*3990,SART*1060
SART*4090,SART*3090
SART*4200,SART*3200
SART*4250,SART*3090
SART*4250,SART*3200
SART*4260,SART*3090
SART*4260,SART*3200
SART*4300,SART*3300
THST*1190,THST*1040
THST*2040,THST*1190
THST*2050,THST*1190
THST*2120,THST*1040
THST*2190,THST*1190
THST*2270,THST*1270
THST*3500,THST*2050
THST*3500,THST*2190
THST*4190,THST*3190
THST*4290,THST*4270
TRMH*6080,TRMH*6290
TRMH*6200,TRMH*6100
TRMH*6310,MCS*6050
TRMH*6310,SOC*6130
TRMH*6310,PSYC*6060
TRMH*6400,TRMH*6100
TRMH*6400,TRMH*6200
TRMH*6400,TRMH*6310
TRMH*6400,MCS*6050
TRMH*6400,SOC*6130
TRMH*6400,MCS*6080
TRMH*6400,FRAN*6020
TRMH*6400,SOC*6140
TOX*2000,CHEM*1050
TOX*3360,CHEM*1050
TOX*4000,BIOM*3090
TOX*4200,CHEM*3430
TOX*4200,TOX*2000
TOX*4590,BIOC*3560
TOX*4590,(BIOC*3570 or CHEM*3430)
TOX*4900,CHEM*3430
TOX*4910,TOX*4900
DTM*1500,DTM*1000
DTM*2000,DTM*1100
DTM*2000,DTM*1300
DTM*2010,DTM*1010
DTM*2100,DTM*1300
DTM*2200,DTM*1000
DTM*2400,DTM*1010
DTM*2400,DTM*1400
DTM*2600,DTM*1000
DTM*2600,DTM*1300
DTM*3000,DTM*2000
DTM*3000,DTM*2100
DTM*3200,DTM*1100
DTM*3300,DTM*1100
DTM*3400,DTM*2400
DTM*4000,DTM*3000
DTM*4000,DTM*3200
DTM*4000,DTM*3300
DTM*4200,DTM*2400
DTM*4200,DTM*3400
DTM*4300,DTM*3000
DTM*4300,DTM*3200
DTM*4300,DTM*3300
DTM*4400,DTM*1500
DTM*4500,DTM*3000
DTM*4600,DTM*2200
DTM*4600,DTM*2400
DTM*4600,(DTM*1400 or DTM*2010)
CVOA*2200,CVOA*1200
DVT*2040,DVT*1040
DVT*2050,DVT*2120
DVT*2070,DVT*1160
DVT*2100,DVT*1060
DVT*2100,DVT*2040
DVT*2120,DVT*1120
DVT*2210,DVT*1010
DVT*2210,(DVT*2070 or DVT*1350)
DVT*2210,(DVT*1060 or DVT*2040)
DVT*2220,DVT*1010
DVT*2220,DVT*2070
DVT*2220,DVT*2100
DVT*2300,DVT*1010
DVT*2310,DVT*2100
DVT*2320,DVT*2210
DVT*2320,DVT*2330
DVT*2320,(DVT*2310 or DVT*3010)
DVT*2330,DVT*1060
DVT*2330,DVT*2040
DVT*2340,DVT*2220
DVT*3010,DVT*2040
DVT*3030,DVT*2040
DVT*3030,DVT*2070
DVT*3030,DVT*2300
DVT*3070,DVT*2340
DVT*3070,DVT*3030
DVT*3210,DVT*2310
ZOO*3000,ZOO*2090
ZOO*3050,MBG*2040
ZOO*3600,BIOC*2580
ZOO*3600,ZOO*2090
ZOO*3610,STAT*2040
ZOO*3610,STAT*2230
ZOO*3620,ZOO*3600
ZOO*3630,ZOO*3610
ZOO*3700,ZOO*2700
ZOO*4070,BIOL*2400
ZOO*4070,(STAT*2040 or STAT*2230)
ZOO*4170,HK*2810
ZOO*4170,ZOO*3210
ZOO*4170,ZOO*3600
ZOO*4300,BIOL*3450
ZOO*4300,ZOO*2700
ZOO*4570,BIOL*2060
ZOO*4570,BIOL*3450
ZOO*4570,PHYS*1080
ZOO*4910,BIOL*2400
ZOO*4910,ZOO*2090
