course_code,requisites
ECON*3100,"ECON*2310, ECON*2410, (ECON*2770 or MATH*1210) - Must be completed prior to taking this course."
ECON*3500,ECON*2310 - Must be completed prior to taking this course.
ECON*3520,"ECON*2310, (1 of ECON*2740, PSYC*2010, STAT*2040, STAT*2050, STAT*2060, STAT*2080, STAT*2090, STAT*2100, STAT*2120) - Must be completed prior to taking this course."
ECON*3610,ECON*2310 - Must be completed prior to taking this course.
ECON*3620,ECON*2310 - Must be completed prior to taking this course.
ECON*3730,"9.00 credits including ECON*1050, ECON*1100 - Must be completed prior to taking this course."
ECON*3740,"ECON*1100, (ECON*1050 or FARE*1040), (1 of ECON*2740, STAT*2040, STAT*2060, STAT*2080), (ECON*2770 or MATH*1210) - Must be completed prior to taking this course."
ECON*3810,"ECON*2410, (ECON*2740 or STAT*2040), (ECON*2770 or MATH*1210) - Must be completed prior to taking this course."
ECON*3900,"ECON*2310, ECON*2410, ECON*2740, ECON*2770 - Must be completed prior to taking this course."
ECON*4400,ECON*2310 Students must have completed a minimum of 12 credits. - Must be completed prior to taking this course.
ECON*4640,ECON*3740 - Must be completed prior to taking this course.
ECON*4700,"ECON*3710, ECON*3740 - Must be completed prior to taking this course."
ECON*4710,ECON*3710 - Must be completed prior to taking this course.
ECON*4750,ECON*3710 - Must be completed prior to taking this course.
ENGG*1210,"MATH*1200, PHYS*1130 - Must be completed prior to taking this course."
ENGG*2010,"CHEM*1040, (MATH*1090 or MATH*1210) - Must be completed prior to taking this course."
ENGG*2100,Completion of 4.00 credits including ENGG*1100 - Must be completed prior to taking this course.
ENGG*2120,"PHYS*1130, (CHEM*1040 or CHEM*1140) - Must be completed prior to taking this course."
ENGG*2160,"ENGG*1210, ENGG*1500, 0.50 credits in calculus - Must be completed prior to taking this course."
ENGG*2180,ENGG*2160 - Must be completed prior to taking this course.
ENGG*2230,"ENGG*1210, MATH*1210 - Must be completed prior to taking this course."
ENGG*2340,ENGG*1210 - Must be completed prior to taking this course.
ENGG*2400,"ENGG*1210, ENGG*1500, MATH*1200, MATH*1210, PHYS*1010 - Must be completed prior to taking this course."
ENGG*2410,"PHYS*1130, (1 of CIS*1300, CIS*1500, ENGG*1410) - Must be completed prior to taking this course."
ENGG*2450,PHYS*1010 - Must be completed prior to taking this course.
ENGG*2540,5.00 credits - Must be completed prior to taking this course.
ENGG*2560,"CHEM*1050, MATH*2270 - Must be completed prior to taking this course."
ENGG*2910,"ENGG*1410, ENGG*1500, MATH*1210 - Must be completed prior to taking this course."
ENGG*3000,11.00 credits - Must be completed prior to taking this course.
ENGG*3010,"BIOC*2580, CHEM*1050, ENGG*2010 - Must be completed prior to taking this course."
ENGG*3020,ENGG*2010 - Must be completed prior to taking this course.
ENGG*3040,"ENGG*2340, ENGG*2450, ENGG*3410 - Must be completed prior to taking this course."
ENGG*3050,"ENGG*2410, ENGG*3380 - Must be completed prior to taking this course."
ENGG*3060,"ENGG*2120, ENGG*2160, ENGG*2340, ENGG*2450 - Must be completed prior to taking this course."
ENGG*3070,ENGG*2120 - Must be completed prior to taking this course.
ENGG*3090,"ENGG*1410, ENGG*2450 - Must be completed prior to taking this course."
ENGG*3100,Completion of 6.00 credits of ENGG courses including ENGG*2100 - Must be completed prior to taking this course.
ENGL*2080,ENGL*1080 - Must be completed prior to taking this course.
ENGL*2120,ENGL*1080 - Must be completed prior to taking this course.
ENGL*2130,ENGL*1080 - Must be completed prior to taking this course.
ENGL*2200,2.00 credits - Must be completed prior to taking this course.
ENGL*2260,2.00 credits - Must be completed prior to taking this course.
ENGL*2270,2.00 credits - Must be completed prior to taking this course.
ENGL*2280,2.00 credits - Must be completed prior to taking this course.
ENGL*2290,2.00 credits - Must be completed prior to taking this course.
ENGL*2330,2.00 credits - Must be completed prior to taking this course.
ENGL*2370,2.00 credits - Must be completed prior to taking this course.
ENGL*2550,2.00 credits - Must be completed prior to taking this course.
ENGL*2640,2.00 credits - Must be completed prior to taking this course.
ENGL*2740,2.00 credits - Must be completed prior to taking this course.
ENGL*2880,2.00 credits - Must be completed prior to taking this course.
ENGL*3000,"ENGL*1080, (1 of ENGL*2120, ENGL*2130, ENGL*2920) - Must be completed prior to taking this course."
ENGL*3100,7.50 credits including 0.50 credits in English (excluding ENGL*1030). - Must be completed prior to taking this course.
EDRD*4120,14.00 credits - Must be completed prior to taking this course.
ENVM*4500,ENVS*2230 - Must be completed prior to taking this course.
DENM*3150,"1 of DAGR*1300, DEQN*2040, DHRT*2230, DHRT*3230 - Must be completed prior to taking this course."
DENM*3200,"DENM*2150, DENM*3100 - Must be completed prior to taking this course."
DENM*3210,"DENM*2150, DENM*3100 - Must be completed prior to taking this course."
DENM*3230,"DHRT*2160, (DENM*3200 or DENM*3210) - Must be completed prior to taking this course."
DENM*3400,DENM*2000 - Must be completed prior to taking this course.
DENM*3910,5.00 credits - Must be completed prior to taking this course.
DENM*4050,8.00 credits - Must be completed prior to taking this course.
DENM*4080,DENM*3200 - Must be completed prior to taking this course.
DENM*4120,DENM*3120 - Must be completed prior to taking this course.
DENM*4210,Minimum of 8.0 credits - Must be completed prior to taking this course.
DENM*4400,9.00 credits - Must be completed prior to taking this course.
ENVS*2080,"BIOL*1070, BIOL*1090 - Must be completed prior to taking this course."
ENVS*2090,"BIOL*1070, BIOL*1090, CHEM*1050, MATH*1080 - Must be completed prior to taking this course."
ENVS*2130,4.00 credits - Must be completed prior to taking this course.
ENVS*2230,"1 of ENVM*1000, ENVM*1200, ENVS*1030 - Must be completed prior to taking this course."
ENVS*2250,"1 of ENVS*1050, ENVS*1060, GEOL*1050, GEOL*1100, GEOG*1300, GEOG*1350 - Must be completed prior to taking this course."
ENVS*2270,Minimum of 4.00 credits - Must be completed prior to taking this course.
ENVS*2310,"BIOL*1070, CHEM*1040 - Must be completed prior to taking this course."
ENVS*2330,"1 of BIOL*1050, BIOL*1070, ENVM*1000, ENVM*1200, ENVS*1030 - Must be completed prior to taking this course."
ENVS*2700,4.00 credits - Must be completed prior to taking this course.
ENVS*2710,4.00 credits - Must be completed prior to taking this course.
ENVS*3010,BIOL*2060 - Must be completed prior to taking this course.
ENVS*3040,"BIOL*1040 or (2 of BIOL*1050, BIOL*1070, BIOL*1080, BIOL*1090) - Must be completed prior to taking this course."
ENVS*3050,ENVS*2030 - Must be completed prior to taking this course.
ENVS*3060,AGR*2320 or ENVS*2060 - Must be completed prior to taking this course.
ENVS*3080,"1 of AGR*2320, ENVS*2060, SOIL*2010 - Must be completed prior to taking this course."
ENVS*3090,"BIOL*1040 or (2 of BIOL*1050, BIOL*1070, BIOL*1080, BIOL*1090) - Must be completed prior to taking this course."
ENVS*3140,HORT*2450 - Must be completed prior to taking this course.
EQN*2080,EQN*1010 - Must be completed prior to taking this course.
EQN*3020,EQN*3250 or NUTR*3210 - Must be completed prior to taking this course.
EQN*3070,EQN*1010 - Must be completed prior to taking this course.
EQN*3100,"ACCT*2230, EQN*2050, EQN*3070, CROP*3340 - Must be completed prior to taking this course."
EQN*3250,ANSC*3080 - Must be taken either prior to or at the same time as this course.
EQN*4400,12.50 credits including EQN*2200 - Must be completed prior to taking this course.
EQN*4500,15.00 credits - Must be completed prior to taking this course.
DEQN*2030,DEQN*1020 - Must be completed prior to taking this course.
DEQN*2150,DEQN*1150 - Must be completed prior to taking this course.
DEQN*3050,DEQN*2040 - Must be completed prior to taking this course.
DEQN*4190,DEQN*3150 - Must be completed prior to taking this course.
DEQN*4320,"8.00 credits, including DAGR*1070 - Must be completed prior to taking this course."
DEQN*4500,9.00 credits - Must be completed prior to taking this course.
EURO*2200,2.00 credits - Must be completed prior to taking this course.
EURO*3100,7.50 credits - Must be completed prior to taking this course.
EURO*3300,7.50 credits - Must be completed prior to taking this course.
EURO*3400,7.50 credits including CLAS*2000 - Must be completed prior to taking this course.
EURO*3700,10.00 credits including 1.50 credits in European Studies. - Must be completed prior to taking this course.
EURO*4050,10.00 credits - Must be completed prior to taking this course.
EURO*4060,10.00 credits - Must be completed prior to taking this course.
EURO*4220,14.00 credits - Must be completed prior to taking this course.
EURO*4600,"10.00 credits, (2 of ARTH*1520, EURO*1050, EURO*1100, EURO*1200, EURO*2200, EURO*2300, EURO*3000, EURO*3300, HIST*2510, HIST*3090, MUSC*1060, POLS*3450) - Must be completed prior to taking this course."
EURO*4740,"10.00 credits including, (EURO*1100 or EURO*1200), EURO*2200, EURO*3000, EURO*3300 - Must be completed prior to taking this course."
FCSS*2000,4.00 credits or FCSS*1020 - Must be completed prior to taking this course.
FCSS*2010,3.00 credits including FCSS*1010 - Must be completed prior to taking this course.
FCSS*2020,3.00 credits from FCSS or CSS including FCSS*1020 - Must be completed prior to taking this course.
FCSS*2030,1.00 credits - Must be completed prior to taking this course.
FCSS*2040,"(FCSS*2000 or FCSS*2070), FCSS*2020 - Must be completed prior to taking this course."
FCSS*3060,7.50 credits - Must be completed prior to taking this course.
FCSS*4010,12.50 credits - Must be completed prior to taking this course.
FRHD*2040,FRHD*2270 or PSYC*2450 - Must be completed prior to taking this course.
FRHD*2060,"1 of ANTH*1150, FRHD*1010, FRHD*1100, PSYC*1000, PSYC*1100, PSYC*1200, SOC*1100 - Must be completed prior to taking this course."
FRHD*2110,4.00 credits - Must be completed prior to taking this course.
FRHD*2270,"1 of ANTH*1150, FRHD*1010, FRHD*1100, PSYC*1000, PSYC*1100, PSYC*1200, SOC*1100 - Must be completed prior to taking this course."
FRHD*2280,"1 of ANTH*1150, FRHD*1010, FRHD*1100, PSYC*1000, SOC*1100 - Must be completed prior to taking this course."
FRHD*2400,"4.00 credits including (1 of FRHD*1010, FRHD*2060, FRHD*2270, FRHD*2280, PSYC*2450) - Must be completed prior to taking this course."
FRHD*3040,"8.00 credits including (1 of FRHD*1020, FRHD*2060, FRHD*2260, FRHD*2270, FRHD*2280, PSYC*2450) - Must be completed prior to taking this course."
FRHD*3060,"8.00 credits including (1 of ANTH*1150, FRHD*1010, FRHD*1020, FRHD*1100, PSYC*1000, SOC*1100) - Must be completed prior to taking this course."
FRHD*3070,4.00 credits - Must be completed prior to taking this course.
FRHD*3090,"8.00 credits including (1 of FRHD*1010, FRHD*2060, FRHD*2260, FRHD*2270, FRHD*2280, PSYC*2450) - Must be completed prior to taking this course."
FRHD*3180,"1 of FRHD*2040, FRHD*2300, FRHD*2400 - Must be completed prior to taking this course."
FRHD*3190,"8.00 credits including (1 of FRHD*1010, FRHD*2260, FRHD*2270, PSYC*2450) - Must be completed prior to taking this course."
FRHD*3200,FRHD*2040 - Must be completed prior to taking this course.
FRHD*3290,FRHD*2350 or FRHD*2400 - Must be completed prior to taking this course.
FRHD*3400,"4.00 credits including (1 OF ANTH*1150, FRHD*1010, FRHD*1020, FRHD*1100, PSYC*1000, SOC*1100) - Must be completed prior to taking this course."
FRHD*3500,"FRHD*3070, STAT*2090 - Must be completed prior to taking this course."
FRHD*4020,12.00 credits including FRHD*1020 - Must be completed prior to taking this course.
FRHD*4140,14.00 credits - Must be completed prior to taking this course.
FRHD*4190,12.00 credits - Must be completed prior to taking this course.
FRHD*4200,13.00 credits including FRHD*2100 - Must be completed prior to taking this course.
FRHD*4210,FRHD*3200 - Must be completed prior to taking this course.
FRHD*4250,"13.00 credits including (1 of BIOM*2000, BIOM*3200, FRHD*2060) - Must be completed prior to taking this course."
FRHD*4290,FRHD*3290 - Must be completed prior to taking this course.
FRHD*4320,"13.00 credits including (1 of FRHD*2040, FRHD*2300, FRHD*2350, FRHD*2400, POLS*2230) - Must be completed prior to taking this course."
FRAN*6440,"FRAN*6000, FRAN*6010 - Must be completed prior to taking this course."
FRAN*6720,FRAN*6710 - Minimum grade 065. - Must be completed prior to taking this course.
FRAN*6810,FRAN*6800 - Must be taken either prior to or at the same time as this course.
FRAN*6820,FRAN*6810 - Must be completed prior to taking this course.
FRAN*6830,FRAN*6820 - Must be completed prior to taking this course.
FRAN*6840,FRAN*6830 - Must be completed prior to taking this course.
FIN*2000,"ECON*1050, (1 of IPS*1500, MATH*1030, MATH*1080, MATH*1200), (1 of ECON*2740, PSYC*1010, PSYC*2010, SOAN*2120, STAT*2040, STAT*2060, STAT*2080, STAT*2120) - Must be completed prior to taking this course."
FIN*2900,8.00 credits - Must be completed prior to taking this course.
FIN*3000,"ECON*2310, (ECON*2560 or FIN*2000) - Must be completed prior to taking this course."
FIN*3100,ECON*2560 or FIN*2000 - Must be completed prior to taking this course.
FIN*3200,"ECON*2310, (ECON*2560 or FIN*2000) - Must be completed prior to taking this course."
FIN*3300,"ECON*2310, ECON*2410, (ECON*2560 or FIN*2000) - Must be completed prior to taking this course."
FIN*3400,"ECON*2410, (ECON*2560 or FIN*2000) - Must be completed prior to taking this course."
FIN*3500,"ECON*2410, (ECON*2560 or FIN*2000) - Must be completed prior to taking this course."
FIN*3900,"ECON*2310, ECON*2410, ECON*2770, FIN*2000 - Must be completed prior to taking this course."
FIN*4000,"ECON*3710, ECON*3740, (1 of ECON*3100, ECON*3810, ECON*4700), (2 of ECON*3360, ECON*3660, ECON*3760, ECON*3860, ECON*3960, FARE*4240, FIN*3000, FIN*3100, FIN*3200, FIN*3300, FIN*3400, FIN*3500) - Must be completed prior to taking this course."
FIN*4100,ECON*3740 - Must be completed prior to taking this course.
FIN*4200,"FIN*3100, (ECON*3660 or FIN*3000), (ECON*3760 or FIN*3200) - Must be completed prior to taking this course."
FIN*4900,"ECON*3740,FIN*3100, (ECON*3660 or FIN*3000) - Must be completed prior to taking this course."
FIN*6200,ECON*6140 - Must be completed prior to taking this course.
FINA*6515,FINA*6510 - Must be completed prior to taking this course.
FINA*6531,FINA*6530 - Must be completed prior to taking this course.
FINA*6545,FINA*6540 - Must be completed prior to taking this course.
FINA*6610,FINA*6515 - Must be completed prior to taking this course.
FINA*6615,FINA*6610 - Must be completed prior to taking this course.
FINA*6640,FINA*6545 - Must be completed prior to taking this course.
FINA*6641,FINA*6640 - Must be completed prior to taking this course.
FOOD*2150,"BIOL*1080, CHEM*1040 - Must be completed prior to taking this course."
FOOD*2410,"CHEM*1040, (1 of BIOL*1070, BIOL*1080, MICR*2420) - Must be completed prior to taking this course."
FOOD*2420,BIOL*1070 or MICR*2420 - Must be completed prior to taking this course.
FOOD*2620,"(BIOC*2580 or CHEM*2880), (1 of MATH*1030, MATH*1080, MATH*1200) - Must be completed prior to taking this course."
FOOD*3030,BIOC*2580 - Must be completed prior to taking this course.
FOOD*3040,FOOD*3030 - Must be completed prior to taking this course.
FOOD*3050,BIOC*2580 - Must be completed prior to taking this course.
FOOD*3090,"AGR*1110, CHEM*1040 (1 of BIOL*1050, BIOL*1070, BIOL*1080) - Must be completed prior to taking this course."
FOOD*3140,"ENGG*2660 or (FOOD*2620, MICR*2420) - Must be completed prior to taking this course."
FOOD*3160,"ENGG*2660 or (FOOD*2620, MICR*2420) - Must be completed prior to taking this course."
FOOD*3170,FOOD*3140 or FOOD*3160 - Must be completed prior to taking this course.
FOOD*3230,MICR*2420 - Must be completed prior to taking this course.
FOOD*3240,MICR*2420 - Must be completed prior to taking this course.
FOOD*3260,MICR*2420 - Must be completed prior to taking this course.
FOOD*3430,FOOD*2400 - Must be completed prior to taking this course.
FOOD*3700,"(FOOD*2150 or HTM*2700), (1 of STAT*2040, STAT*2060, STAT*2080) - Must be completed prior to taking this course."
FOOD*4020,"FARE*3310, FOOD*3170 - Must be completed prior to taking this course."
FOOD*4070,7.00 credits in science or engineering - Must be completed prior to taking this course.
FOOD*4110,"1 of ANSC*2340, FOOD*3090, FOOD*3140, FOOD*3160 - Must be completed prior to taking this course."
FOOD*4230,FOOD*4220 - Must be completed prior to taking this course.
FOOD*4260,"FOOD*2100, FOOD*3700, (FOOD*3030 or FOOD*3050), (FOOD*3140 or FOOD*3160), (FOOD*3230 or FOOD*3240) - Must be completed prior to taking this course."
FOOD*4270,FOOD*4260 - Must be completed prior to taking this course.
FARE*3000,"9.50 credits including (1 of ECON*1050, FARE*1040, FARE*1400), (1 of ECON*2740, STAT*2040, STAT*2060) - Must be completed prior to taking this course."
FARE*3030,"ECON*2310, ECON*2770, ECON*3740 - Must be completed prior to taking this course."
FARE*3170,"1 of ECON*2100, ECON*2310, ECON*2650, FARE*2700 - Must be completed prior to taking this course."
FARE*3310,"(ACCT*1220 or ACCT*2220), (1 of ECON*2740, PSYC*1010, STAT*2040, STAT*2060, STAT*2080, STAT*2120) - Must be completed prior to taking this course."
FARE*3320,FARE*3310 - Must be completed prior to taking this course.
FARE*4000,15.00 credits including ECON*2310 - Must be completed prior to taking this course.
FARE*4220,"1 of FARE*2410, BUS*3320, ECON*2770, MGMT*3320 - Must be completed prior to taking this course."
FARE*4240,"10.00 credits including [1 of (ECON*2560 or FIN*2000), ECON*3560, FARE*2410, MGMT*3320] - Must be completed prior to taking this course."
FARE*4310,"(1 of FARE*2700, ECON*2310, ECON*2100), 0.50 credits at the 3000 or 4000 level in FARE or ECON - Must be completed prior to taking this course."
FARE*4330,FARE*3310 - Must be completed prior to taking this course.
FARE*4360,"1 of ECON*2740, PSYC*1010, STAT*2040, STAT*2050, STAT*2060, STAT*2080 - Must be completed prior to taking this course."
FARE*4370,10.00 credits including (ACCT*2230 or MCS*2600) - Must be completed prior to taking this course.
FARE*4380,"FARE*3310, FARE*4370 - Must be completed prior to taking this course."
FARE*4560,10.00 credits including (FARE*2410 or FARE*2700) - Must be completed prior to taking this course.
FREN*1200,"1 of FREN*1100, FREN*1150, Grade 12U French or permission of the School of Languages and Literatures - Must be completed prior to taking this course."
FREN*2020,FREN*1300 or FREN*2030 - Must be completed prior to taking this course.
FREN*2060,FREN*1300 or FREN*2030 - Must be completed prior to taking this course.
FREN*2500,FREN*1300 or FREN*2030 - Must be completed prior to taking this course.
FREN*2520,FREN*1300 or FREN*2030 - Must be completed prior to taking this course.
FREN*2550,FREN*1300 - Must be completed prior to taking this course.
FREN*3090,"FREN*2020, FREN*2060, FREN*2520 - Must be completed prior to taking this course."
FREN*3110,"FREN*2020, FREN*2060, FREN*2520 - Must be completed prior to taking this course."
FREN*3130,"FREN*2020, FREN*2060, FREN*2520 - Must be completed prior to taking this course."
FREN*3160,"FREN*2020, FREN*2060, FREN*2520 - Must be completed prior to taking this course."
FREN*3170,"FREN*2020, FREN*2060, FREN*2520 - Must be completed prior to taking this course."
FREN*3260,"FREN*2020, FREN*2060, FREN*2520 - Must be completed prior to taking this course."
FREN*3520,"FREN*2020, FREN*2060, FREN*2520 - Must be completed prior to taking this course."
FREN*3700,10.00 credits including 1.50 credits in French Studies. - Must be completed prior to taking this course.
FREN*4010,1.00 credits at the 3000-level in French. - Must be completed prior to taking this course.
FREN*4290,1.00 credits at the 3000-level in French. - Must be completed prior to taking this course.
FREN*4600,1.00 credits at the 3000-level in French. - Must be completed prior to taking this course.
FREN*4660,1.00 credits at the 3000-level in French. - Must be completed prior to taking this course.
FREN*4740,1.00 credits at the 3000-level in French. - Must be completed prior to taking this course.
FREN*4770,FREN*4740 - Must be completed prior to taking this course.
GEOG*2030,"4.00 credits, GEOG*1220 is recommended - Must be completed prior to taking this course."
GEOG*2110,GEOG*1300 or GEOG*1350 - Must be completed prior to taking this course.
GEOG*2210,GEOG*1220 is recommended - Must be completed prior to taking this course.
GEOG*2230,GEOG*1200 or GEOG*1220 - Must be completed prior to taking this course.
GEOG*2260,"1 of GEOG*1200, IDEV*1000, (ANTH*1150, GEOG*1220) - Must be completed prior to taking this course."
GEOG*2420,0.50 credits in Geography - Must be completed prior to taking this course.
GEOG*2460,0.50 credits at the 1000 or 2000 level in Geography - Must be completed prior to taking this course.
GEOG*2480,5.00 credits - Must be completed prior to taking this course.
GEOG*3030,GEOG*2030 - Must be completed prior to taking this course.
GEOG*3050,7.50 credits - Must be completed prior to taking this course.
GEOG*3110,"(1 of GEOG*2460, STAT*2040, STAT*2230), (1 of BIOL*2060, ENVS*2030, GEOG*2110) - Must be completed prior to taking this course."
GEOG*3210,"1 of GEOG*2030, GEOG*2210, SOC*2280 - Must be completed prior to taking this course."
GEOG*3320,7.50 credits - Must be completed prior to taking this course.
GEOG*3430,GEOG*2420 or GEOG*2480 - Must be completed prior to taking this course.
GEOG*3440,GEOG*2480 - Must be completed prior to taking this course.
GEOG*3480,"10.00 credits, including GEOG*2480 - Must be completed prior to taking this course."
GEOG*3600,7.50 credits - Must be completed prior to taking this course.
GEOG*4110,GEOG*3110 or GEOG*3610 - Must be completed prior to taking this course.
GERM*2010,GERM*2490 - Must be taken either prior to or at the same time as this course.
GERM*2490,12U German or GERM*1110 - Must be completed prior to taking this course.
GERM*3000,GERM*2010 or 2.50 credits in German - Must be completed prior to taking this course.
GERM*3470,GERM*2010 or 2.50 credits in GERM - Must be completed prior to taking this course.
GERM*3700,10.00 credits including 1.50 credits in German. - Must be completed prior to taking this course.
GREK*2020,GREK*1110 - Must be completed prior to taking this course.
HIST*2000,2.00 credits - Must be completed prior to taking this course.
HIST*2020,2.00 credits - Must be completed prior to taking this course.
HIST*2040,2.00 credits - Must be completed prior to taking this course.
HIST*2070,2.00 credits - Must be completed prior to taking this course.
HIST*2090,2.00 credits - Must be completed prior to taking this course.
HIST*2120,2.00 credits - Must be completed prior to taking this course.
HIST*2130,2.00 credits - Must be completed prior to taking this course.
HIST*2160,2.00 credits - Must be completed prior to taking this course.
HIST*2180,2.00 credits - Must be completed prior to taking this course.
HIST*2200,2.00 credits - Must be completed prior to taking this course.
HIST*2210,2.00 credits - Must be completed prior to taking this course.
HIST*2220,2.00 credits - Must be completed prior to taking this course.
HIST*2240,2.00 credits - Must be completed prior to taking this course.
HIST*2250,2.00 credits - Must be completed prior to taking this course.
HIST*2260,2.00 credits - Must be completed prior to taking this course.
HIST*2280,2.00 credits - Must be completed prior to taking this course.
HIST*2300,2.00 credits - Must be completed prior to taking this course.
HIST*2340,2.00 credits - Must be completed prior to taking this course.
HIST*2450,"2.00 credits, including 0.50 credits in History at the 1000 level - Must be completed prior to taking this course."
HIST*2500,2.00 credits - Must be completed prior to taking this course.
HIST*2510,2.00 credits - Must be completed prior to taking this course.
HIST*2600,2.00 credits - Must be completed prior to taking this course.
HIST*2820,2.00 credits - Must be completed prior to taking this course.
HIST*2850,2.00 credits - Must be completed prior to taking this course.
HORT*2450,"BIOL*1040 or [BIOL*1090, (1 of BIOL*1050, BIOL*1070, BIOL*1080)] - Must be completed prior to taking this course."
HORT*3010,"1 of AGR*2470, LARC*2240, 0.50 credits in Botany (BOT) - Must be completed prior to taking this course."
HORT*3050,HORT*2450 - Must be completed prior to taking this course.
HORT*3150,AGR*2470 or BOT*2100 - Must be completed prior to taking this course.
HORT*3270,"1 of BIOL*1050, BIOL*1070, BIOL*1080, BIOL*1090 - Must be completed prior to taking this course."
HORT*3280,"1 of AGR*2050, AGR*2470, BOT*2100 - Must be completed prior to taking this course."
HORT*3310,BIOC*2580 - Must be completed prior to taking this course.
HORT*3430,AGR*2470 or BOT*2100 - Must be completed prior to taking this course.
HORT*3510,AGR*2470 or BOT*2100 - Must be completed prior to taking this course.
HORT*4380,"1 of AGR*2470, BOT*2100, (AGR*2050, AGR*2150) - Must be completed prior to taking this course."
HORT*4420,"1 of AGR*2050, AGR*2470, BOT*2100 - Must be completed prior to taking this course."
HORT*4450,AGR*2050 or AGR*2470 - Must be completed prior to taking this course.
DHRT*2000,DHRT*2230 - Must be completed prior to taking this course.
DHRT*2090,DHRT*2250 - Must be completed prior to taking this course.
DHRT*2200,DAGR*1200 - Must be completed prior to taking this course.
DHRT*3120,DHRT*2090 - Must be completed prior to taking this course.
DHRT*3150,DHRT*2200 - Must be completed prior to taking this course.
DHRT*3270,5.00 credits - Must be completed prior to taking this course.
DHRT*3300,"DHRT*2200, DHRT*4290 - Must be completed prior to taking this course."
DHRT*3510,4.00 credits - Must be completed prior to taking this course.
DHRT*3910,4.00 credits - Must be completed prior to taking this course.
DHRT*4150,"DHRT*2090, DHRT*3120 - Must be completed prior to taking this course."
DHRT*4190,DHRT*4290 - Must be completed prior to taking this course.
DHRT*4200,DHRT*3170 - Must be completed prior to taking this course.
DHRT*4290,DHRT*3180 - Must be completed prior to taking this course.
DHRT*4300,DHRT*1050 - Must be completed prior to taking this course.
DHRT*4320,"DAGR*1200, (DAGR*1300 or DHRT*2230) - Must be completed prior to taking this course."
HTM*2030,4.00 credits - Must be completed prior to taking this course.
HTM*2070,"1 of HTM*1100, HTM*1160, HTM*1700, HTM*2020, SPMT*2020 - Must be completed prior to taking this course."
HTM*3030,9.00 credits - Must be completed prior to taking this course.
HTM*3060,"9.00 credits including (HTM*2010 or MCS*2000), (HTM*1160 or HTM*2100) - Must be completed prior to taking this course."
HTM*3080,"9.00 credits including MCS*1000, (HTM*2010 or MCS*2000) - Must be completed prior to taking this course."
HTM*3090,"HTM*2030, HTM*2700 - Must be completed prior to taking this course."
HTM*3120,"(ACCT*1220 or ACCT*2220), (1 of ECON*2740, PSYC*1010, STAT*2040, STAT*2060, STAT*2080) - Must be completed prior to taking this course."
HTM*3160,"1 of HTM*1070, HTM*2020, HTM*2170 - Must be completed prior to taking this course."
HTM*3180,"(1 of BUS*2090, HROB*2090, HROB*2100, ACCT*2230) - Must be completed prior to taking this course."
HTM*3780,"1 of FOOD*2010, HTM*1700, HTM*2700 - Must be completed prior to taking this course."
HTM*4050,9.00 credits - Must be completed prior to taking this course.
HTM*4090,"14.00 credits including (1 of HTM*1000, HTM*1160, HTM*2020) - Must be completed prior to taking this course."
HTM*4110,HTM*3090 - Must be completed prior to taking this course.
HTM*4190,"14.00 credits including ACCT*2230, HTM*3080 - Must be completed prior to taking this course."
HTM*4250,"1 of FARE*3310, HTM*2030, HTM*3120 - Must be completed prior to taking this course."
HTM*6720,HTM*6710 - Must be completed prior to taking this course.
HHNS*3000,"9.00 credits including (1 of BIOL*1080, CREA*1000, FRHD*1100, ONEH*1000) - Must be completed prior to taking this course."
HHNS*4230,12.00 credits - Must be completed prior to taking this course.
HHNS*4360,12.00 credits - Must be completed prior to taking this course.
HHNS*4371,12.00 credits - Must be completed prior to taking this course.
HHNS*4372,HHNS*4371 or HK*4371 - Must be completed prior to taking this course.
HHNS*4510,10.00 credits including BIOL*1080 - Must be completed prior to taking this course.
HHNS*4511,10.00 credits including BIOL*1080 - Must be completed prior to taking this course.
HHNS*4512,HHNS*4511 or HK*4511 - Must be completed prior to taking this course.
HHNS*6410,HHNS*6400 - Minimum grade 065. - Must be completed prior to taking this course.
HHNS*6820,HHNS*6810 - Must be completed prior to taking this course.
HHNS*6930,HHNS*6910 or HHNS*6920 - Must be completed prior to taking this course.
HK*2500,5.00 credits including BIOL*1080 - Must be completed prior to taking this course.
HK*2810,"BIOC*2580, BIOL*1080 - Must be completed prior to taking this course."
HK*3100,"1 of BIOM*3200, HK*3810, ZOO*3600 - Must be completed prior to taking this course."
HK*3401,BIOM*3200 or HK*3810 - Must be taken either prior to or at the same time as this course.
HK*3402,HK*3401 - Must be completed prior to taking this course.
HK*3501,HK*3810 OR BIOM*3200 - Must be taken either prior to or at the same time as this course.
HK*3600,HK*2270 - Must be completed prior to taking this course.
HK*3810,HK*2810 - Must be completed prior to taking this course.
HK*4070,"1 of ENGG*2660, ENGG*3150, (HK*2270, HK*3600) - Must be completed prior to taking this course."
HK*4240,ENGG*1210 or HK*3600 - Must be completed prior to taking this course.
HK*4340,NUTR*3360 - Must be completed prior to taking this course.
HK*4441,"HK*3402, (HK*3810 or HK*3940) - Must be completed prior to taking this course."
HK*4460,"(HK*3810 or HK*3940), NUTR*4210 - Must be completed prior to taking this course."
HK*4550,HK*3810 or HK*3940 - Must be completed prior to taking this course.
HK*4600,HK*3600 - Must be completed prior to taking this course.
HK*4610,ENGG*3150 or HK*2270 - Must be completed prior to taking this course.
HROB*2200,2.00 credits - Must be completed prior to taking this course.
