course_code,requisites
HROB*3010,"1 of BUS*3000, HROB*2100, HROB*2290, HROB*3000, PSYC*3070 - Must be completed prior to taking this course."
HROB*3030,"9.00 credits including (1 of BUS*3000, HROB*2100, HROB*2290, HROB*3000, PSYC*3070) - Must be completed prior to taking this course."
HROB*3090,"1 of BUS*3000, HROB*2100, HROB*2290, HROB*3000, PSYC*3070 - Must be completed prior to taking this course."
HROB*3100,"9.00 credits including HROB*2010, (HROB*2090 or HROB*2100) - Must be completed prior to taking this course."
HROB*4010,"HROB*2010, (1 of PHIL*2120, PHIL*2600, POLS*3440), (2 of BUS*3000, EDRD*3140, EDRD*3160, EDRD*4120, HROB*2090, HROB*2290, HROB*3000, MGMT*2150, MGMT*2190, PHIL*2100, POLS*2250) plus 120 hours of leadership experience. - Must be completed prior to taking this course."
HROB*4060,"15.00 credits including (1 of BUS*3000, HROB*2100, HROB*2290, HROB*3000, PSYC*3070) - Must be completed prior to taking this course."
HUMN*2020,2.00 credits - Must be completed prior to taking this course.
HUMN*3180,7.50 credits - Must be completed prior to taking this course.
HUMN*3190,7.50 credits - Must be completed prior to taking this course.
HUMN*3200,7.50 credits - Must be completed prior to taking this course.
HUMN*3400,5.0 credits - Must be completed prior to taking this course.
HUMN*3800,10.00 credits - Must be completed prior to taking this course.
HUMN*4190,10.00 credits - Must be completed prior to taking this course.
IES*1020,IES*1010 - Must be completed prior to taking this course.
IES*2010,IES*1020 - Must be completed prior to taking this course.
IES*4000,"IES*2010, 12.50 credits - Must be completed prior to taking this course."
IES*4010,IES*4000 - Must be completed prior to taking this course.
INDG*1110,INDG*1100 - Must be completed prior to taking this course.
INDG*2200,2.00 credits - Must be completed prior to taking this course.
INDG*4000,"GEOG*3210, INDG*1000, POLS*3340, SOC*2280 - Must be completed prior to taking this course."
IBIO*3100,12.00 credits - Must be completed prior to taking this course.
IBIO*4100,IBIO*3100 - Must be completed prior to taking this course.
IBIO*4500,12.00 credits - Must be completed prior to taking this course.
IBIO*4521,12.00 credits - Must be completed prior to taking this course.
IBIO*4600,"BIOL*3450, (STAT*2040 or STAT*2230), (ZOO*3210 or ZOO*3610) - Must be completed prior to taking this course."
IAEF*3510,9.00 credits - Must be completed prior to taking this course.
IPS*1500,"1 of 4U Physics, PHYS*1020, PHYS*1300 - Must be completed prior to taking this course."
IPS*1510,IPS*1500 - Must be completed prior to taking this course.
IPS*3000,2.00 credits in PHYS at the 2000 level or higher - Must be completed prior to taking this course.
UNIV*1260,UNIV*1250 - Must be completed prior to taking this course.
UNIV*2020,2.00 credits - Must be completed prior to taking this course.
UNIV*2100,4.00 credits - Must be completed prior to taking this course.
UNIV*2200,4.50 credits - Must be completed prior to taking this course.
UNIV*2250,"UNIV*1250, UNIV*1260 - Must be completed prior to taking this course."
UNIV*2260,UNIV*2250 - Must be completed prior to taking this course.
UNIV*2800,4.00 credits completed; minimum 60% cumulative average - Must be completed prior to taking this course.
UNIV*3000,9.00 credits - Must be completed prior to taking this course.
UNIV*3800,4.00 credits completed; minimum 60% cumulative average - Must be completed prior to taking this course.
UNIV*4200,13.50 credits - Must be completed prior to taking this course.
UNIV*4800,4.00 credits completed; minimum 60% cumulative average - Must be completed prior to taking this course.
IDEV*2200,2.00 credits - Must be completed prior to taking this course.
IDEV*3000,7.50 credits including 1.00 credit in IDEV courses at the 2000 level - Must be completed prior to taking this course.
IDEV*3200,10.00 credits - Must be completed prior to taking this course.
IDEV*3400,7.50 credits including (0.50 credits in IDEV at the 2000 level or ONEH*2000) - Must be completed prior to taking this course.
IDEV*3500,7.50 credits - Must be completed prior to taking this course.
IDEV*3600,7.50 credits - Must be completed prior to taking this course.
IDEV*4000,"14.00 credits including IDEV*2400, IDEV*3000, IDEV*3100, IDEV*3300 - Must be completed prior to taking this course."
IDEV*4100,"14.00 credits including IDEV*3000, IDEV*3100 - Must be completed prior to taking this course."
IDEV*4150,IDEV*4100 - Must be completed prior to taking this course.
IDEV*4200,14.00 credits - Must be completed prior to taking this course.
IDEV*4300,14.00 credits including 1.00 IDEV credits at the 3000-level - Must be taken either prior to or at the same time as this course.
IDEV*6850,"IDEV*6800 - Recommended prior to taking this course, but is not required."
ITAL*1070,ITAL*1060 - Must be completed prior to taking this course.
ITAL*2090,ITAL*1070 - Must be completed prior to taking this course.
ITAL*3060,ITAL*2090 - Must be completed prior to taking this course.
ITAL*3400,ITAL*3060 - Must be completed prior to taking this course.
ITAL*3700,10.00 credits including 1.50 credits in Italian. - Must be completed prior to taking this course.
ITAL*3800,10.00 credits including 1.50 credits in ITAL - Must be completed prior to taking this course.
ITAL*4900,"ITAL*3060, ITAL*3400 - Must be completed prior to taking this course."
JLS*4000,"14.00 credits, including POLS*3130, POLS*3350 - Must be completed prior to taking this course."
JLS*4800,"14.00 credits, including POLS*3130, POLS*3350 - Must be completed prior to taking this course."
JUST*1010,AHSS*1150 - Must be completed prior to taking this course.
JUST*1020,AHSS*1150 - Must be completed prior to taking this course.
JUST*1040,JUST*1000 - Must be completed prior to taking this course.
JUST*2030,AHSS*1160 - Must be completed prior to taking this course.
JUST*2060,JUST*1040 - Must be completed prior to taking this course.
JUST*2070,JUST*2060 - Must be completed prior to taking this course.
JUST*2100,2.00 credits - Must be completed prior to taking this course.
JUST*2110,AHSS*1110 or PSYC*1110 - Must be completed prior to taking this course.
JUST*2200,4.00 credits - Must be completed prior to taking this course.
JUST*3010,5.00 credits including (AHSS*1110 or PSYC*1110) - Must be completed prior to taking this course.
JUST*3030,"AHSS*1150, JUST*1010 - Must be completed prior to taking this course."
JUST*3040,5.00 credits including AHSS*1160 - Must be completed prior to taking this course.
JUST*3050,5.00 credits including JUST*2050 - Must be completed prior to taking this course.
JUST*3060,5.00 credits including JUST*1020 - Must be completed prior to taking this course.
JUST*4000,10.00 credits including JUST*2000 - Must be completed prior to taking this course.
JUST*4010,"AHSS*3060, SCMA*2040, SCMA*3040 - Must be completed prior to taking this course."
JUST*4020,10.00 credits including: AHSS*1140 - Must be completed prior to taking this course.
JUST*4060,"AHSS*3060, JUST*2080 - Must be completed prior to taking this course."
KIN*1040,KIN*1030 - Must be completed prior to taking this course.
KIN*1220,5.00 credits - Must be completed prior to taking this course.
KIN*1230,AHSS*1310 - Must be completed prior to taking this course.
KIN*1430,7.50 credits - Must be completed prior to taking this course.
KIN*1440,7.50 credits - Must be completed prior to taking this course.
KIN*1470,4.00 credits - Must be completed prior to taking this course.
KIN*1480,4.00 credits - Must be completed prior to taking this course.
KIN*2010,"AHSS*1310, KIN*1010 - Must be completed prior to taking this course."
KIN*2070,KIN*1070 or SCMA*1080 - Must be completed prior to taking this course.
KIN*2100,"KIN*1010, KIN*1040, KIN*1060 - Must be completed prior to taking this course."
KIN*2200,"KIN*1040, KIN*1060 - Must be completed prior to taking this course."
KIN*2210,"KIN*2060, KIN*2200 - Must be completed prior to taking this course."
LARC*2020,LARC*1100 - Must be completed prior to taking this course.
LARC*2240,LARC*2230 - Must be completed prior to taking this course.
LARC*2410,"LARC*2020, LARC*2420 - Must be completed prior to taking this course."
LARC*2420,LARC*1100 - Must be completed prior to taking this course.
LARC*3040,LARC*2020 - Must be completed prior to taking this course.
LARC*3050,LARC*3040 - Must be completed prior to taking this course.
LARC*3070,LARC*3060 - Must be completed prior to taking this course.
LARC*3320,"LARC*2100, LARC*2240 - Must be completed prior to taking this course."
LARC*3430,LARC*2410 - Must be completed prior to taking this course.
LARC*3500,LARC*3040 - Must be completed prior to taking this course.
LARC*4090,LARC*3070 - Must be completed prior to taking this course.
LARC*4510,LARC*3060 - Must be completed prior to taking this course.
LARC*4620,"LARC*3060, LARC*3440, LARC*4610 - Must be completed prior to taking this course."
LARC*4710,"LARC*3070, LARC*4510 - Must be completed prior to taking this course."
LARC*4740,LARC*3040 - Must be completed prior to taking this course.
LAT*4100,"1 of CLAS*3060, CLAS*3120, CLAS*3300 - Must be completed prior to taking this course."
LAT*4150,CLAS*3060 or CLAS*3120 - Must be completed prior to taking this course.
LEAD*6740,LEAD*6800 - Must be completed prior to taking this course.
LING*2400,LING*1000 - Must be completed prior to taking this course.
LING*2500,LING*1000 - Must be completed prior to taking this course.
MGMT*1100,4.00 credits - Must be completed prior to taking this course.
MGMT*1200,MGMT*1000 - Must be completed prior to taking this course.
MGMT*2190,HROB*2090 - Must be completed prior to taking this course.
MGMT*2260,MGMT*1000 or MGMT*2150 - Must be completed prior to taking this course.
MGMT*2500,MGMT*1000 or MGMT*2150 - Must be completed prior to taking this course.
MGMT*3020,9.00 credits - Must be completed prior to taking this course.
MGMT*3030,12.50 credits. - Must be completed prior to taking this course.
MGMT*3100,8.00 credits - Must be completed prior to taking this course.
MGMT*3140,"9.00 credits including (1 of MATH*1030, MATH*1080, MATH*1200) (1 of ECON*2740, PSYC*1010, STAT*2040, STAT*2060) - Must be completed prior to taking this course."
MGMT*3200,9.00 credits including MGMT*1000 or MGMT*2150 - Must be completed prior to taking this course.
MGMT*3300,4.00 credits. - Must be completed prior to taking this course.
MGMT*3320,ACCT*2230 or HTM*3070 - Must be completed prior to taking this course.
MGMT*3500,9.00 credits including (MGMT*1000 or MGMT*2150) - Must be completed prior to taking this course.
MGMT*3900,8.00 credits - Must be completed prior to taking this course.
MGMT*4000,"MGMT*3320, [1 of ( ECON*2560 or FIN*2000), ECON*3460, ECON*3560], (1 of FARE*3310, HTM*3120, REAL*3890) - Must be completed prior to taking this course."
MGMT*4020,"14.00 credits, minimum 70% cumulative average - Must be completed prior to taking this course."
MGMT*4030,"MGMT*4020, minimum 70% cumulative average - Must be completed prior to taking this course."
MGMT*4040,12.00 credits including MGMT*1200 - Must be completed prior to taking this course.
MGMT*4050,"10.00 credits including (1 of MCS*1000, MGMT*1000, MGMT*2150) - Must be completed prior to taking this course."
MGMT*4060,"10.00 credits including (1 of MCS*1000, MGMT*1000, MGMT*2150) - Must be completed prior to taking this course."
MGMT*4100,"MGMT*3140, MGMT*3200 - Must be completed prior to taking this course."
MGMT*4120,MGMT*3020 - Must be completed prior to taking this course.
MGMT*4140,"ECON*3740, MGMT*3140, (CIS*1300 or CIS*1500) - Must be completed prior to taking this course."
MGMT*4200,"HROB*3100, MGMT*3200 - Must be completed prior to taking this course."
MGMT*4300,"HROB*2010, HROB*3100, MGMT*3300 - Must be completed prior to taking this course."
MCS*2000,4.00 credits - Must be completed prior to taking this course.
MCS*2010,2.00 credits - Must be completed prior to taking this course.
MCS*2020,4.00 credits - Must be completed prior to taking this course.
MCS*2030,"MCS*1000, (MGMT*1000 or MGMT*2150) - Must be completed prior to taking this course."
MCS*2100,5.00 credits - Must be completed prior to taking this course.
MCS*2600,"MCS*1000, (1 of BUS*2090, HROB*2090, HROB*2100, PSYC*1000, PSYC*1200). Although not required, it is recommended that students take PSYC*1000 prior to MCS*2600. - Must be completed prior to taking this course."
MCS*3000,10.00 credits including MCS*1000 - Must be completed prior to taking this course.
MCS*3030,"1 of ECON*2740, MCS*2030, PSYC*1010, STAT*2060 - Must be completed prior to taking this course."
MCS*3040,4.00 credits - Must be completed prior to taking this course.
MCS*3500,"10.00 credits including ECON*1050, MCS*2020, (1 of ECON*2740, PSYC*1010, STAT*2060) - Must be completed prior to taking this course."
MCS*3620,"10.00 credits including MCS*1000, MCS*2600 - Must be completed prior to taking this course."
MCS*4020,15.00 credits including MCS*3030 - Must be completed prior to taking this course.
MCS*4040,"10.00 credits including MCS*1000, MCS*2600 - Must be completed prior to taking this course."
MCS*4060,14.00 credits - Must be completed prior to taking this course.
MCS*4100,15.00 credits including MCS*3500 - Must be completed prior to taking this course.
MCS*4150,15.00 credits including MCS*2020 - Must be completed prior to taking this course.
MCS*4370,"15.00 credits including MCS*3030, MCS*3500 - Must be completed prior to taking this course."
MCS*4600,10.00 credits including MCS*3030 - Must be completed prior to taking this course.
MCS*4880,10.00 credits. - Must be completed prior to taking this course.
MCS*4920,15.00 credits including MCS*2600 - Must be completed prior to taking this course.
MCS*4950,"15.00 credits including MCS*3030, MCS*3500, MCS*3620 - Must be completed prior to taking this course."
MCS*6010,MCS*6000 - Must be completed prior to taking this course.
MATH*1030,4U Advanced Functions - Must be completed prior to taking this course.
MATH*1080,"1 of 4U Advanced Functions, 4U Advanced Functions and Calculus or equivalent - Must be completed prior to taking this course."
MATH*1090,"1 of IPS*1500, MATH*1080, MATH*1200 - Must be completed prior to taking this course."
MATH*1160,4U Calculus and Vectors or 4U Advanced Functions - Must be completed prior to taking this course.
MATH*1200,"1 of 4U Calculus and Vectors, 4U Advanced Functions and Calculus or Grade 12 Calculus - Must be completed prior to taking this course."
MATH*1210,MATH*1080 or MATH*1200 - Must be completed prior to taking this course.
MATH*2000,"1 of IPS*1500, MATH*1080, MATH*1160, MATH*1200 - Must be completed prior to taking this course."
MATH*2130,"(1 of CIS*1300, CIS*1500, ENGG*1410), (1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080) - Must be completed prior to taking this course."
MATH*2200,"1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080 - Must be completed prior to taking this course."
MATH*2210,MATH*2200 - Must be completed prior to taking this course.
MATH*2270,"(ENGG*1500 or MATH*1160), (1 of IPS*1510, MATH*1090, MATH*1210, MATH*2080) - Must be completed prior to taking this course."
MATH*3100,"MATH*2270, (ENGG*1500 or MATH*1160) - Must be completed prior to taking this course."
MATH*3130,"MATH*1160, MATH*2000 - Must be completed prior to taking this course."
MATH*3200,"MATH*2000, (MATH*1160 or MATH*2160) - Must be completed prior to taking this course."
MATH*3240,"MATH*1160, 0.50 credits in statistics - Must be completed prior to taking this course."
MATH*3260,MATH*2200 - Must be completed prior to taking this course.
MATH*3510,"MATH*2270, (ENGG*1500 or MATH*1160) - Must be completed prior to taking this course."
MATH*4050,MATH*3200 - Must be completed prior to taking this course.
MATH*4060,MATH*3200 - Must be completed prior to taking this course.
MATH*4150,MATH*3200 - Must be completed prior to taking this course.
MATH*4200,MATH*3200 - Must be completed prior to taking this course.
MATH*4270,"MATH*2200, MATH*3100 - Must be completed prior to taking this course."
MATH*4310,10.00 credits including MATH*2000 - Must be completed prior to taking this course.
MATH*4600,1.00 credits in Mathematics at the 3000 level or above. - Must be completed prior to taking this course.
MDST*1000,"MDST*1020, MDST*1100 - Must be completed prior to taking this course."
MDST*1300,2.00 credits - Must be completed prior to taking this course.
MDST*2000,"9.00 credits including (MDST*1050 or MDST*2080), (MDST*1080 or MDST*1100) - Must be completed prior to taking this course."
MDST*2020,2.00 credits - Must be completed prior to taking this course.
MDST*2030,"9.00 credits, including AHSS*1080, MDST*1030, MDST*2110 - Must be completed prior to taking this course."
MDST*2050,"MDST*2000, MDST*2030 - Must be completed prior to taking this course."
MDST*2080,"2.00 credits including (1 of MDST*1080, MDST*1100, MDST*1200), (AHSS*1210 or MDST*1040) - Must be completed prior to taking this course."
MDST*2090,"AHSS*1080, MDST*1020 - Must be completed prior to taking this course."
MDST*2110,"(AHSS*1210 or MDST*1040), (MDST*1050 or MDST*2080), [(MDST*1100, MDST*1200) or MDST*1080] - Must be completed prior to taking this course."
MDST*2150,2.00 credits - Must be completed prior to taking this course.
MDST*2210,9.00 credits including MDST*1070 - Must be completed prior to taking this course.
MDST*3000,"MDST*2000, MDST*2030, MDST*3330 - Must be completed prior to taking this course."
MDST*3030,"9.00 credits including (MDST*1080 or MDST*1200), (MDST*1050 or MDST*2080) - Must be completed prior to taking this course."
MDST*3040,4.00 credits - Must be completed prior to taking this course.
MDST*3060,"9.00 credits including MDST*1090, MDST*2020, MDST*2090, (MDST*1080 or MDST*1200) - Must be completed prior to taking this course."
MDST*3080,"9.00 credits including MDST*2090, MDST*2110 - Must be completed prior to taking this course."
MDST*3110,"MDST*2210, MDST*2510 - Must be completed prior to taking this course."
MICR*2420,"4.00 credits including (1 of BIOL*1070, BIOL*1080, BIOL*1090, CHEM*1040) - Must be completed prior to taking this course."
MICR*3090,BOT*2100 or MICR*2430 - Must be completed prior to taking this course.
MICR*3220,"BIOL*1070, BIOL*1090 - Must be completed prior to taking this course."
MICR*3230,"BIOL*1090, BIOC*2580 - Must be completed prior to taking this course."
MICR*3330,MCB*2050 - Must be completed prior to taking this course.
MICR*3420,"BIOC*3560, MBG*2040, MICR*2430 - Must be completed prior to taking this course."
MICR*3430,"MICR*2430, (MBG*3080 or MICR*3240) - Must be completed prior to taking this course."
MICR*4010,"MCB*2050, (MBG*3080 or MICR*3240) - Must be completed prior to taking this course."
MICR*4250,"MICR*2420, MICR*3230 - Must be completed prior to taking this course."
MICR*4330,"MICR*3330, (MICR*2430 is recommended) - Must be completed prior to taking this course."
MICR*4430,MICR*3330 - Must be completed prior to taking this course.
MCB*2050,"BIOC*2580, MBG*2040 - Must be completed prior to taking this course."
MCB*3010,MCB*2050 - Must be completed prior to taking this course.
MCB*4010,MCB*3010 - Must be completed prior to taking this course.
MCB*4020,14.00 credits - Must be completed prior to taking this course.
MCB*4500,"MBG*3350 or equivalent laboratory experience at the discretion of the student's faculty advisor. Normally, students must have completed 6 semesters in an appropriate program in the biological sciences - Must be completed prior to taking this course."
MCB*4510,"MCB*4500. Normally, students must have completed 6 semesters in an appropriate program in the biological sciences. Minimum 70% cumulative average in science courses during the first 6 semesters of the relevant majors. - Must be completed prior to taking this course."
MBG*2040,4.00 credits including BIOL*1090 - Must be completed prior to taking this course.
MBG*2400,"(BIOL*1050 or BIOL*1070), BIOL*1090 - Must be completed prior to taking this course."
MBG*3040,MCB*2050 - Must be completed prior to taking this course.
MBG*3050,MCB*2050 - Must be completed prior to taking this course.
MBG*3060,"MBG*2400, 0.50 credits in statistics. - Must be completed prior to taking this course."
MBG*3100,"(MBG*2040 or MBG*2400 ), STAT*2040 - Must be completed prior to taking this course."
MBG*3350,"BIOC*2580, MCB*2050 - Must be completed prior to taking this course."
MBG*3660,MCB*2050 - Must be completed prior to taking this course.
MBG*4020,MBG*3060 - Must be completed prior to taking this course.
MBG*4030,MBG*3060 - Must be completed prior to taking this course.
MBG*4040,MBG*3040 - Must be completed prior to taking this course.
MBG*4110,MBG*3040 - Must be completed prior to taking this course.
MBG*4160,"(MBG*2040 or MBG*2400), STAT*2040 - Must be completed prior to taking this course."
MBG*4240,MBG*3040 - Must be completed prior to taking this course.
MBG*4300,MBG*2040 or MBG*2400 - Must be completed prior to taking this course.
MUSC*1420,MUSC*1410 - Must be completed prior to taking this course.
MUSC*1720,MUSC*1710 - Must be completed prior to taking this course.
MUSC*1820,MUSC*1810 - Must be completed prior to taking this course.
MUSC*1920,MUSC*1910 - Must be completed prior to taking this course.
MUSC*2100,2.00 credits - Must be completed prior to taking this course.
MUSC*2140,2.00 credits - Must be completed prior to taking this course.
MUSC*2340,MUSC*1340 - Must be completed prior to taking this course.
MUSC*2410,MUSC*1170 or MUSC*2180 - Must be completed prior to taking this course.
MUSC*2420,A minimum grade of 70% in MUSC*2410. - Must be completed prior to taking this course.
MUSC*2430,MUSC*1170 - Must be completed prior to taking this course.
MUSC*2440,MUSC*2430 - Must be completed prior to taking this course.
MUSC*2510,A minimum grade of 70% in MUSC*2500 - Must be completed prior to taking this course.
MUSC*2570,MUSC*2510 on piano. - Must be completed prior to taking this course.
MUSC*2580,MUSC*2570 - Must be completed prior to taking this course.
MUSC*2710,MUSC*1720 - Must be completed prior to taking this course.
NANO*1000,4U Chemistry or 4U Physics - Must be completed prior to taking this course.
NANO*2000,"CHEM*1050, [IPS*1510 or ( MATH*1210, PHYS*1010)] - Must be completed prior to taking this course."
NANO*3200,NANO*2100 - Must be completed prior to taking this course.
NANO*3300,"NANO*2100, (CHEM*3860 or PHYS*3230) - Must be completed prior to taking this course."
NANO*3600,"(MATH*1160 or MATH*2160), (MATH*2170 or MATH*2270), (CHEM*3860 or PHYS*3230) - Must be completed prior to taking this course."
NANO*4200,"NANO*3300, NANO*3500, (CHEM*3860 or PHYS*3230) - Must be completed prior to taking this course."
NANO*4700,"MATH*1160, (CHEM*3860 or PHYS*3230) - Must be completed prior to taking this course."
NANO*4910,1.50 credits in NANO courses at the 3000 level. - Must be completed prior to taking this course.
NANO*4920,NANO*4910 - Must be completed prior to taking this course.
NEUR*2100,NEUR*2000 - Must be completed prior to taking this course.
NEUR*3100,"MCB*2050, (1 of MBG*3040, NEUR*2000, PSYC*2410) - Must be completed prior to taking this course."
NEUR*4000,14.00 credits - Must be completed prior to taking this course.
NEUR*4100,"BIOM*3090, (NEUR*2000 or PSYC*2410) - Must be completed prior to taking this course."
NEUR*4401,14.00 credits - Must be completed prior to taking this course.
NEUR*4402,NEUR*4401 - Must be completed prior to taking this course.
NEUR*4450,14.00 credits - Must be completed prior to taking this course.
NUTR*2500,4.00 credits - Must be completed prior to taking this course.
NUTR*3090,"BIOM*3200, FRHD*3070, NUTR*2050, (NUTR*3190 or NUTR*3210), STAT*2080 - Must be completed prior to taking this course."
NUTR*3110,9.50 credits including NUTR*2050 - Must be completed prior to taking this course.
NUTR*3210,BIOC*2580 - Must be completed prior to taking this course.
NUTR*3390,NUTR*3210 - Must be completed prior to taking this course.
NUTR*3500,"FRHD*3070, STAT*2090 - Must be completed prior to taking this course."
NUTR*4040,"14.50 credits including NUTR*3090, (BIOM*2000 or BIOM*3200) - Must be completed prior to taking this course."
NUTR*4090,NUTR*3210 - Must be completed prior to taking this course.
NUTR*4120,"NUTR*4010, NUTR*4040 - Must be completed prior to taking this course."
NUTR*4210,"NUTR*3210, (1 of BIOM*3200, HK*3810) - Must be completed prior to taking this course."
NUTR*4320,"NUTR*3210, (1 of BIOM*3200, HK*3810, ZOO*3210, ZOO*3620) - Must be completed prior to taking this course."
NUTR*4330,"NUTR*3330, NUTR*3390, HK*3810 - Must be completed prior to taking this course."
NUTR*4360,"NUTR*3210, (BIOM*3200 or HK*3810) - Must be completed prior to taking this course."
NUTR*4510,NUTR*3210 - Must be completed prior to taking this course.
NUTR*4810,"FRHD*3070, NUTR*2050, NUTR*3090 - Must be completed prior to taking this course."
NUTR*4850,"FRHD*3400, NUTR*3090, NUTR*4070 - Must be completed prior to taking this course."
NUTR*4900,"FRHD*3070, NUTR*3090, NUTR*4010 - Must be completed prior to taking this course."
NUTR*4910,NUTR*4810 - Must be completed prior to taking this course.
ONEH*2000,ONEH*1000 - Must be completed prior to taking this course.
ONEH*3000,7.50 credits including ONEH*2000 - Must be completed prior to taking this course.
ONEH*4000,14.00 credits including ONEH*3000 - Must be completed prior to taking this course.
ONEH*6100,ONEH*6000 - Must be completed prior to taking this course.
ONEH*6200,ONEH*6000 - Must be completed prior to taking this course.
OAGR*2070,5.00 credits - Must be completed prior to taking this course.
OAGR*4050,OAGR*2070 - Must be completed prior to taking this course.
PABI*6040,PABI*6030 - Must be completed prior to taking this course.
PABI*6060,PABI*6050 - Must be completed prior to taking this course.
PABI*6070,PABI*6050 and PABI*6060 - Must be completed prior to taking this course.
PABI*6090,PABI*6080 - Must be completed prior to taking this course.
PABI*6091,"PABI*6080, PABI*6090 - Must be completed prior to taking this course."
PABI*6350,STAT*2040 - Must be completed prior to taking this course.
PABI*6440,PABI*6430 - Must be completed prior to taking this course.
PABI*6450,PABI*6430 - Must be completed prior to taking this course.
PABI*6640,PABI*6630 - Must be completed prior to taking this course.
PABI*6650,PABI*6630 and PABI*6640 - Must be completed prior to taking this course.
PATH*3610,1.50 credits in biology - Must be completed prior to taking this course.
PATH*4100,PATH*3610 - Must be completed prior to taking this course.
CPHH*2010,CPHH*1010 - Must be completed prior to taking this course.
CPHH*2030,CPHH*1030 - Must be completed prior to taking this course.
PHIL*2030,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2070,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2080,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2110,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2120,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2140,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2160,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2170,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2180,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2240,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2600,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1050) - Must be completed prior to taking this course."
PHIL*2800,"2.00 credits or (1 of PHIL*1000, PHIL*1010, PHIL*1030, PHIL*1050) - Must be completed prior to taking this course."
PHIL*3040,1.50 credits in Philosophy or 7.50 credits or PHIL*2120 - Must be completed prior to taking this course.
PHIL*3050,1.50 credits in Philosophy or 7.50 credits - Must be completed prior to taking this course.
PHIL*3160,1.50 credits in Philosophy or 7.50 credits - Must be completed prior to taking this course.
PHIL*3170,"1 of (1.50 credits in Philosophy, 7.50 credits, PHIL*2180) - Must be completed prior to taking this course."
PHIL*3180,1.50 credits in Philosophy or 7.50 credits - Must be completed prior to taking this course.
PHIL*3190,1.50 credits in Philosophy or 7.50 credits - Must be completed prior to taking this course.
PHIL*3200,1.50 credits in Philosophy or 7.50 credits - Must be completed prior to taking this course.
PHIL*3210,1.50 credits in Philosophy or 7.50 credits - Must be completed prior to taking this course.
PHIL*3230,1.50 credits in Philosophy or 7.50 credits - Must be completed prior to taking this course.
PHYS*1010,"(1 of MATH*1080, MATH*1200), (4U Physics or equivalent ) - Must be completed prior to taking this course."
PHYS*1070,"(4U Physics or PHYS*1020), 4U Mathematics - Must be completed prior to taking this course."
PHYS*1080,"(1 of 4U Physics, PHYS*1020, PHYS*1300 ), 4U Mathematics - Must be completed prior to taking this course."
PHYS*1130,"(4U Calculus and Vectors or equivalent), (4U Physics or equivalent) - Must be completed prior to taking this course."
PHYS*1500,"(1 of 4U Physics, PHYS*1020, PHYS*1300), (4U Calculus and Vectors or Grade 12 Calculus) - Must be completed prior to taking this course."
PHYS*1510,"4U Physics or equivalent, (MATH*1080 or MATH*1200) - Must be completed prior to taking this course."
PHYS*2020,"1.00 credits in physics (excluding PHYS*1020, PHYS*1600, PHYS*1810), (1 of IPS*1510, MATH*1090, MATH*1210) - Must be completed prior to taking this course."
PHYS*2030,"1.00 credits in physics (excluding PHYS*1020, PHYS*1600, PHYS*1810) - Must be completed prior to taking this course."
PHYS*2180,PHYS*2020 or PHYS*2330 - Must be completed prior to taking this course.
PHYS*2240,"(1 of IPS*1510, MATH*1210, MATH*2080), (IPS*1500 or PHYS*1080) - Must be completed prior to taking this course."
PHYS*2310,"MATH*2270, (1 of IPS*1500, PHYS*1000, PHYS*1080) - Must be completed prior to taking this course."
PHYS*2330,"IPS*1510 or [(MATH*1210 or MATH*2080), (1 of PHYS*1010, PHYS*1070, PHYS*1130)] - Must be completed prior to taking this course."
PHYS*2340,PHYS*2330 - Must be completed prior to taking this course.
PHYS*2600,"IPS*1500 or [(1 of PHYS*1010, PHYS*1070, PHYS*1080, PHYS*1130, PHYS*1300), (1 of MATH*1030, MATH*1080, MATH*1160, MATH*1200)] - Must be completed prior to taking this course."
PHYS*3000,"PHYS*2340, PHYS*3130 - Must be completed prior to taking this course."
PHYS*3130,"(1 of MATH*1160, MATH*2150, MATH*2160), MATH*2200, MATH*2270, PHYS*2310, PHYS*2340 - Must be completed prior to taking this course."
